mediaName,relName,relationType
蹴鞠,何炅,主演
蹴鞠,桑伟淋,主演
蹴鞠,丹东凤城乾艺影视有限公司,制作
蹴鞠,北京中视远图影视传媒有限公司,制作
蹴鞠,刘镇纬,导演
蹴鞠,北京猎海影视有限公司,发行
蹴鞠,淄博三禾宇宙星影视文化传媒有限公司,制作
蹴鞠,时光行者北京国际文化传媒有限公司,制作
蹴鞠,中国电影集团公司,发行
蹴鞠,孙传信,主演
蹴鞠,马子淇,主演
蹴鞠,王勇迪,主演
蹴鞠,邓丽欣,主演
蹴鞠,王瑾,主演
蹴鞠,孟卫国,导演
在一起,国家新闻出版广电总局电影卫星频道节目制作中心,制作
在一起,杨颖,主演
在一起,周秀娜,主演
在一起,骄阳电影有限公司,制作
在一起,北京华录百纳影视股份有限公司,制作
在一起,阿里巴巴影业集团有限公司,制作
在一起,欢乐电影（上海）有限公司,制作
在一起,北京乐韬世纪文化传媒有限公司,制作
在一起,星焕蓝海制作有限公司,制作
在一起,北京世纪伙伴文化传媒,制作
在一起,陈妍希,主演
在一起,甄子丹,主演
在一起,陈苗,主演
在一起,柯震东,主演
在一起,霍耀良,导演
在一起,黄宗泽,主演
我的少女时代,华夏电影发行有限责任公司,发行
我的少女时代,映艺娱乐有限公司,制作
我的少女时代,华联国际,制作
我的少女时代,华策影业（天津）有限公司,制作
我的少女时代,玉春雷娱乐文创股份有限公司,制作
我的少女时代,陈玉珊,导演
我的少女时代,简廷芮,主演
我的少女时代,刘德华,主演
我的少女时代,陈乔恩,主演
我的少女时代,言承旭,主演
我的少女时代,王大陆,主演
我的少女时代,宋芸桦,主演
我的少女时代,李玉玺,主演
失控,华夏电影发行有限责任公司,发行
失控,石凉,主演
失控,胡明,主演
失控,江阴市天普文化传播有限公司,制作
失控,北京大音远扬文化传播有限公司,制作
失控,丁小明,导演
失控,谭卓,主演
失控,段博文,主演
失控,连晋,主演
纳尼亚传奇3,Warner Bros. ,发行
纳尼亚传奇3,Twentieth Century Fox Home Entertainment ,发行
纳尼亚传奇3,FS Film Oy ,发行
纳尼亚传奇3,20th Century Fox ,发行
纳尼亚传奇3,20th Century Fox Netherlands ,发行
纳尼亚传奇3,华夏电影发行有限责任公司,发行
纳尼亚传奇3,Odeon ,发行
纳尼亚传奇3,Twentieth Century Fox C.I.S. ,发行
纳尼亚传奇3,Castello Lopes Multimédia ,发行
纳尼亚传奇3,Forumcinemas ,发行
纳尼亚传奇3,Walt Disney ,发行
纳尼亚传奇3,Fox-Walden ,发行
纳尼亚传奇3,西蒙·佩吉,主演
纳尼亚传奇3,蒂尔达·斯文顿,主演
纳尼亚传奇3,本·巴恩斯,主演
纳尼亚传奇3,威廉·莫斯里,主演
纳尼亚传奇3,彼特·丁拉基,主演
纳尼亚传奇3,连姆·尼森,主演
纳尼亚传奇3,内森奈尔·帕克,主演
纳尼亚传奇3,迈克尔·艾普特,导演
纳尼亚传奇3,艾迪·伊扎德,主演
社区民警故事,北京紫禁城三联影视发行有限公司,发行
社区民警故事,王蕙,主演
社区民警故事,北京酷阵国际文化传媒有限公司,制作
社区民警故事,陈励,主演
社区民警故事,杨地,主演
社区民警故事,金粮,主演
社区民警故事,王辉,主演
社区民警故事,马景龙,主演
社区民警故事,孟秀,主演
社区民警故事,张晓春,导演
社区民警故事,于又川,主演
创战纪,华特·迪斯尼影片公司,制作
创战纪,华特·迪斯尼影片公司,发行
创战纪,FX Networks ,发行
创战纪,Walt Disney Studios Home Entertainment ,发行
创战纪,Walt Disney Studios Motion Pictures ,发行
创战纪,Zon Lusomundo Audiovisuais ,发行
创战纪,Feelgood Entertainment ,发行
创战纪,Forum Hungary ,发行
创战纪,伊丽莎白·马瑟斯,主演
创战纪,杰夫·布里吉斯,主演
创战纪,布鲁斯·鲍克斯雷特纳,主演
创战纪,希里安·墨菲,主演
创战纪,赛琳达·斯万,主演
创战纪,卡尔·厄本,主演
创战纪,迈克尔·泰根,主演
创战纪,迈克尔·辛,主演
创战纪,加内特·赫德兰,主演
创战纪,约翰·赫特,主演
创战纪,约瑟夫·科金斯基,导演
创战纪,碧儿·加勒特,主演
创战纪,奥利维亚·王尔德,主演
创战纪,詹姆斯·弗莱恩,主演
创战纪,帕特里克·萨邦圭,主演
新少林寺,范冰冰,主演
新少林寺,吴京,主演
新少林寺,熊欣欣,主演
新少林寺,华谊兄弟传媒股份有限公司,制作
新少林寺,华谊兄弟传媒股份有限公司,发行
新少林寺,英皇电影有限公司,制作
新少林寺,白冰,主演
新少林寺,北京银梦影视艺术有限公司,制作
新少林寺,释延能,主演
新少林寺,余少群,主演
新少林寺,陈之辉,主演
新少林寺,于海,主演
新少林寺,桑伟淋,主演
新少林寺,北京乐韬世纪文化传媒有限公司,制作
新少林寺,少林寺文化传播（登封）有限公司,制作
新少林寺,北京美涛佳艺影视文化传播有限责任公司,制作
新少林寺,河南电视台电视剧部,制作
新少林寺,梁镜珂,主演
新少林寺,刘德华,主演
新少林寺,成龙,主演
新少林寺,谢霆锋,主演
新少林寺,师小红,主演
新少林寺,陈木胜,导演
喜羊羊与灰太狼之兔年顶呱呱,上海电影股份有限公司影视发行分公司,发行
喜羊羊与灰太狼之兔年顶呱呱,广州美亚华天下电影发行有限公司,发行
喜羊羊与灰太狼之兔年顶呱呱,广东原创动力文化传播有限公司,制作
喜羊羊与灰太狼之兔年顶呱呱,北京优扬文化传媒有限公司,制作
喜羊羊与灰太狼之兔年顶呱呱,张琳,主演
喜羊羊与灰太狼之兔年顶呱呱,上海炫动传播股份有限公司,制作
喜羊羊与灰太狼之兔年顶呱呱,赵娜,主演
喜羊羊与灰太狼之兔年顶呱呱,梁颖,主演
喜羊羊与灰太狼之兔年顶呱呱,谢维彤,主演
喜羊羊与灰太狼之兔年顶呱呱,邓玉婷,主演
喜羊羊与灰太狼之兔年顶呱呱,高全胜,主演
喜羊羊与灰太狼之兔年顶呱呱,祖丽晴,主演
喜羊羊与灰太狼之兔年顶呱呱,赵崇邦,导演
天赐,国家新闻出版广电总局电影卫星频道节目制作中心,制作
天赐,徐静蕾,主演
天赐,华夏电影发行有限责任公司,制作
天赐,华夏电影发行有限责任公司,发行
天赐,北京全线世纪影视策划有限公司,制作
天赐,威海影艺文化传播中心,制作
天赐,山东盛泉集团有限公司,制作
天赐,洋浦庄丞影视有限公司,制作
天赐,孙宪,导演
天赐,宁元元,主演
天赐,张荠然,主演
武林外传,国家新闻出版广电总局电影卫星频道节目制作中心,制作
武林外传,闫妮,主演
武林外传,姜超,主演
武林外传,范明,主演
武林外传,姚晨,主演
武林外传,北京联盟影业投资有限公司,制作
武林外传,张檬,主演
武林外传,张萌,主演
武林外传,倪虹洁,主演
武林外传,王磊,主演
武林外传,尚敬,导演
武林外传,空军电视艺术中心,制作
武林外传,北京小马奔腾文化传媒股份有限公司,制作
武林外传,肖剑,主演
武林外传,喻恩泰,主演
武林外传,北京国立常升影视文化传播有限公司,制作
武林外传,中联京华文化传播（北京）有限公司,制作
武林外传,午马,主演
武林外传,岳跃利,主演
武林外传,王浩燃,主演
老夫子之小水虎传奇,冯绍峰,主演
老夫子之小水虎传奇,邓超,主演
老夫子之小水虎传奇,华谊兄弟传媒股份有限公司,制作
老夫子之小水虎传奇,华谊兄弟传媒股份有限公司,发行
老夫子之小水虎传奇,张涵予,主演
老夫子之小水虎传奇,中影集团数字电影院线有限公司,发行
老夫子之小水虎传奇,车晓,主演
老夫子之小水虎传奇,张峻宁,主演
老夫子之小水虎传奇,巩新亮,主演
老夫子之小水虎传奇,老夫子控股公司,制作
老夫子之小水虎传奇,博美电影有限公司,制作
老夫子之小水虎传奇,蔡康永,主演
老夫子之小水虎传奇,萧亚轩,主演
老夫子之小水虎传奇,福富博,导演
老夫子之小水虎传奇,党昊,主演
老夫子之小水虎传奇,刘金山,主演
最强囍事2011,刘嘉玲,主演
最强囍事2011,李香琴,主演
最强囍事2011,闫妮,主演
最强囍事2011,薛家燕,主演
最强囍事2011,程前,主演
最强囍事2011,杨颖,主演
最强囍事2011,北京光线影业有限公司,制作
最强囍事2011,熊黛林,主演
最强囍事2011,香港天马电影出品有限公司,制作
最强囍事2011,安徽电影集团（安徽电影制片厂）,制作
最强囍事2011,谢楠,主演
最强囍事2011,阿朵,主演
最强囍事2011,黄百鸣,主演
最强囍事2011,古天乐,主演
最强囍事2011,杜汶泽,主演
最强囍事2011,陈庆嘉,导演
最强囍事2011,郑中基,主演
最强囍事2011,陈果,主演
最强囍事2011,鲍起静,主演
最强囍事2011,叶伟信,主演
最强囍事2011,邓丽欣,主演
最强囍事2011,谷祖琳,主演
最强囍事2011,江欣燕,主演
最强囍事2011,曾华倩,主演
最强囍事2011,夏春秋,主演
最强囍事2011,李曼筠,主演
最强囍事2011,甄子丹,主演
最强囍事2011,张柏芝,主演
最强囍事2011,秦小珍,导演
最强囍事2011,谭凯琪,主演
最强囍事2011,陈曼娜,主演
最强囍事2011,诸葛梓岐,主演
最强囍事2011,汪圆圆,主演
最强囍事2011,贾晓晨,主演
我爱HK开心万岁,林雪,主演
我爱HK开心万岁,香港银都机构有限公司,制作
我爱HK开心万岁,美亚电影制作有限公司,制作
我爱HK开心万岁,邵氏兄弟（香港）有限公司,制作
我爱HK开心万岁,广州美亚华天下电影发行有限公司,发行
我爱HK开心万岁,HKTVB ,制作
我爱HK开心万岁,姚兵,主演
我爱HK开心万岁,吴君如,主演
我爱HK开心万岁,午马,主演
我爱HK开心万岁,曾志伟,主演
我爱HK开心万岁,梁家辉,主演
我爱HK开心万岁,冯淬帆,主演
我爱HK开心万岁,廖启智,主演
我爱HK开心万岁,袁咏仪,主演
我爱HK开心万岁,秦煌,主演
我爱HK开心万岁,八两金,主演
我爱HK开心万岁,吴卓羲,主演
我爱HK开心万岁,商天娥,主演
我爱HK开心万岁,邓健泓,主演
我爱HK开心万岁,雪妮,主演
我爱HK开心万岁,郑欣宜,主演
我爱HK开心万岁,陈美诗,主演
我爱HK开心万岁,陈狄克,主演
我爱HK开心万岁,陆永,主演
我爱HK开心万岁,林欣彤,主演
我爱HK开心万岁,沈卓盈,主演
我爱HK开心万岁,邓永健,主演
我爱HK开心万岁,陈法拉,主演
我爱HK开心万岁,李治廷,主演
我爱HK开心万岁,黎诺懿,主演
我爱HK开心万岁,陈颖岚,主演
我爱HK开心万岁,徐子珊,主演
我爱HK开心万岁,黄德斌,主演
我爱HK开心万岁,王祖蓝,主演
我爱HK开心万岁,黄宗泽,主演
我爱HK开心万岁,钟澍佳,导演
我知女人心,李诚儒,主演
我知女人心,胡静,主演
我知女人心,袁莉,主演
我知女人心,映艺娱乐有限公司,制作
我知女人心,陈大明,主演
我知女人心,陈大明,导演
我知女人心,Distribution Workshop ,发行
我知女人心,潘霜霜,主演
我知女人心,dmg娱乐传媒集团,制作
我知女人心,航美传媒集团,制作
我知女人心,朱珠,主演
我知女人心,Cathay-Keris Films Pte. Ltd. ,发行
我知女人心,China Lion Film Distribution ,发行
我知女人心,CJ Entertainment ,制作
我知女人心,印纪影视娱乐传媒有限公司,制作
我知女人心,刘德华,主演
我知女人心,陈志朋,主演
我知女人心,胡凯莉,主演
我知女人心,巩俐,主演
我知女人心,陶佳,主演
我知女人心,虞俊达,主演
我知女人心,王盛德,主演
我知女人心,安雅,主演
神奇侠侣,文章,主演
神奇侠侣,星美(北京)影业有限公司,制作
神奇侠侣,星美(北京)影业有限公司,发行
神奇侠侣,李沁,主演
神奇侠侣,何云伟,主演
神奇侠侣,我们制作有限公司,制作
神奇侠侣,大张伟,主演
神奇侠侣,王文博,主演
神奇侠侣,吴君如,主演
神奇侠侣,谷德昭,导演
神奇侠侣,古天乐,主演
神奇侠侣,杜汶泽,主演
神奇侠侣,王柏杰,主演
熊猫总动员,何炅,主演
熊猫总动员,谢娜,主演
熊猫总动员,杜海涛,主演
熊猫总动员,黎静,主演
熊猫总动员,北京中企广视文化传播有限公司,制作
熊猫总动员,北京卡酷动画卫视,制作
熊猫总动员,李扬,主演
熊猫总动员,中视影视制作有限公司,制作
熊猫总动员,中国动漫集团公司,制作
熊猫总动员,北京亿商传媒投资有限公司,制作
熊猫总动员,德国奔趣娱乐有限公司,制作
熊猫总动员,吴昕,主演
熊猫总动员,刘纯燕,主演
熊猫总动员,李维嘉,主演
熊猫总动员,赵韦至,主演
熊猫总动员,黄健翔,主演
熊猫总动员,韩乔生,主演
熊猫总动员,赵忠祥,主演
熊猫总动员,石斑瑜,主演
熊猫总动员,彩虹,主演
熊猫总动员,格里格·曼瓦林,导演
戒烟不戒酒,尤勇智,主演
戒烟不戒酒,申军谊,主演
戒烟不戒酒,国家新闻出版广电总局电影卫星频道节目制作中心,制作
戒烟不戒酒,英达,主演
戒烟不戒酒,方子哥,主演
戒烟不戒酒,丁志诚,主演
戒烟不戒酒,刘亚津,主演
戒烟不戒酒,王迅,主演
戒烟不戒酒,陈佩斯,主演
戒烟不戒酒,丛珊,主演
戒烟不戒酒,雪村,主演
戒烟不戒酒,刘江,主演
戒烟不戒酒,朱时茂,主演
戒烟不戒酒,朱时茂,导演
戒烟不戒酒,江平,主演
戒烟不戒酒,乔任梁,主演
戒烟不戒酒,田华,主演
戒烟不戒酒,刘雅瑟,主演
戒烟不戒酒,赵英俊,主演
戒烟不戒酒,北京热麦国际影视文化传媒有限公司,制作
戒烟不戒酒,北京世纪蜘蛛文化传播有限公司,制作
戒烟不戒酒,北京星泰商贸有限公司,制作
戒烟不戒酒,广东南方电视台,制作
戒烟不戒酒,阿朵,主演
戒烟不戒酒,赵保乐,主演
戒烟不戒酒,孙楠,主演
戒烟不戒酒,郑健,主演
戒烟不戒酒,王思懿,主演
戒烟不戒酒,齐秦,主演
戒烟不戒酒,邬君梅,主演
戒烟不戒酒,乔纳森·科斯·瑞德,主演
戒烟不戒酒,杨恭如,主演
戒烟不戒酒,莫小棋,主演
戒烟不戒酒,艾敬,主演
戒烟不戒酒,尤浩然,主演
戒烟不戒酒,高姝瑶,主演
戒烟不戒酒,杨大鹏,主演
戒烟不戒酒,句号,主演
戒烟不戒酒,刘惠,主演
戒烟不戒酒,梁天,主演
戒烟不戒酒,朱青阳,主演
戒烟不戒酒,刘全利,主演
戒烟不戒酒,刘全和,主演
戒烟不戒酒,王志飞,主演
青蜂侠,Columbia Pictures ,发行
青蜂侠,Sony Pictures Entertainment ,发行
青蜂侠,哥伦比亚影片公司,制作
青蜂侠,United International Pictures (UIP) ,发行
青蜂侠,索尼电影娱乐公司,制作
青蜂侠,Falcon ,发行
青蜂侠,Sony Pictures Home Entertainment ,发行
青蜂侠,Alexandra Films ,发行
青蜂侠,华夏电影发行有限责任公司,发行
青蜂侠,FX Networks ,发行
青蜂侠,InterCom ,发行
青蜂侠,索尼发行公司,发行
青蜂侠,Sony Pictures Home Entertainment Nordic ,发行
青蜂侠,Walt Disney Studios Motion Pictures Finland ,发行
青蜂侠,Audio Visual Entertainment ,发行
青蜂侠,Sony Pictures Releasing Canada ,发行
青蜂侠,ACME ,发行
青蜂侠,Feelgood Entertainment ,发行
青蜂侠,Columbia TriStar Warner Filmes de ,发行
青蜂侠,Sony Pictures Entertainment Inc. ,发行
青蜂侠,周杰伦,主演
青蜂侠,尼古拉斯·凯奇,主演
青蜂侠,爱丽丝·格蕾岑,主演
青蜂侠,乔治·费舍,主演
青蜂侠,杰瑞·特林伯,主演
青蜂侠,卡梅隆·迪亚茨,主演
青蜂侠,詹姆斯·弗兰科,主演
青蜂侠,克里斯托弗·瓦尔兹,主演
青蜂侠,鲁本·兰登,主演
青蜂侠,汤姆·威尔金森,主演
青蜂侠,塞斯·罗根,主演
青蜂侠,埃德华·詹姆斯·奥尔,主演
青蜂侠,爱德华·福隆,主演
青蜂侠,米歇尔·冈瑞,导演
青蜂侠,马克西米连·劳,主演
将爱情进行到底,王学兵,主演
将爱情进行到底,赵薇,主演
将爱情进行到底,徐静蕾,主演
将爱情进行到底,张一白,导演
将爱情进行到底,北京美丽春天文化传播有限公司,制作
将爱情进行到底,宁浩,主演
将爱情进行到底,李亚鹏,主演
将爱情进行到底,岳小军,主演
将爱情进行到底,曹卫宇,主演
将爱情进行到底,北京小马奔腾文化传媒股份有限公司,发行
将爱情进行到底,何洁,主演
将爱情进行到底,北京果然影视文化有限公司,制作
将爱情进行到底,北京世纪春天影视文化传媒有限公司,制作
将爱情进行到底,冯璤,主演
将爱情进行到底,程伊,主演
将爱情进行到底,陈明,主演
将爱情进行到底,杜汶泽,主演
将爱情进行到底,王芸,主演
将爱情进行到底,徐冬冬,主演
将爱情进行到底,崔达治,主演
将爱情进行到底,黄玉春,主演
将爱情进行到底,刘寅芠,主演
我们约会吧,马精武,主演
我们约会吧,何炅,主演
我们约会吧,任重,主演
我们约会吧,李菲儿,主演
我们约会吧,陈翔,主演
我们约会吧,大盛国际传媒（北京）有限公司,发行
我们约会吧,北京华影盛视文化传播有限公司,制作
我们约会吧,吴辰君,主演
我们约会吧,王柏杰,主演
我们约会吧,丹尼斯·吴,主演
我们约会吧,曹苑,主演
我们约会吧,刘威葳,主演
我们约会吧,王森贵,主演
我们约会吧,周楠,导演
致命伴旅,华夏电影发行有限责任公司,发行
致命伴旅,安吉丽娜·朱莉,主演
致命伴旅,弗洛里安·亨克尔·冯·多纳斯马,导演
致命伴旅,约翰尼·德普,主演
致命伴旅,史蒂文·伯克夫,主演
致命伴旅,提摩西·道尔顿,主演
致命伴旅,保罗·贝坦尼,主演
芳香之城传奇,景岗山,主演
芳香之城传奇,中影集团数字电影院线有限公司,发行
芳香之城传奇,董立范,主演
芳香之城传奇,张璇,主演
芳香之城传奇,北京名雅飞天影视文化传播有限公司,制作
芳香之城传奇,北京名雅飞天影视文化传播有限公司,发行
芳香之城传奇,云南天尊影视文化传播有限公司,制作
芳香之城传奇,云南天翼工贸有限公司,制作
芳香之城传奇,云南博延影视文化传媒有限公司,制作
芳香之城传奇,云南宝琼影视文化传播有限公司,制作
芳香之城传奇,扎西顿珠,主演
芳香之城传奇,陈明新,导演
芳香之城传奇,何洋,主演
芳香之城传奇,张达明,主演
芳香之城传奇,李子雄,主演
芳香之城传奇,朱茵,主演
芳香之城传奇,徐超,导演
古宝奇缘,秦风影视广告（上海）有限公司,制作
古宝奇缘,梁永军,主演
古宝奇缘,艾二鹏,主演
古宝奇缘,景涛,主演
古宝奇缘,王忠,主演
古宝奇缘,徐捷,导演
丛林有情狼,A-Film Distribution ,发行
丛林有情狼,A-Film Home Entertainment ,发行
丛林有情狼,Metropolitan Filmexport ,发行
丛林有情狼,Ascot Elite Entertainment Group ,发行
丛林有情狼,Central Partnership ,发行
丛林有情狼,华夏电影发行有限责任公司,发行
丛林有情狼,Shaw Organisation ,发行
丛林有情狼,狮门影业公司,发行
丛林有情狼,Monolith ,发行
丛林有情狼,Audio Visual Entertainment ,发行
丛林有情狼,Eagle Films ,发行
丛林有情狼,Film1 ,发行
丛林有情狼,Leeding Media ,发行
丛林有情狼,Forum Hungary ,发行
丛林有情狼,Filmopolis ,发行
丛林有情狼,Kinepolis Film Distribution (KFD) ,发行
丛林有情狼,Mongkol Major ,发行
丛林有情狼,Pancinema ,发行
丛林有情狼,Pris Audiovisuais ,发行
丛林有情狼,狮门影业家庭娱乐公司,制作
丛林有情狼,贾斯汀·朗,主演
丛林有情狼,拉里·米勒,主演
丛林有情狼,克里斯·卡马克,主演
丛林有情狼,丹尼斯·霍珀,主演
丛林有情狼,克里斯蒂娜·拉金,主演
丛林有情狼,克里斯蒂娜·里奇,主演
丛林有情狼,帕特里克·潘提尔,主演
丛林有情狼,丹尼·格洛弗,主演
关键第四号,试金石影片,发行
关键第四号,华特·迪斯尼影片公司,发行
关键第四号,美国梦工厂影片公司,制作
关键第四号,华夏电影发行有限责任公司,发行
关键第四号,Walt Disney Studios Motion Pictures ,发行
关键第四号,Zon Lusomundo Audiovisuais ,发行
关键第四号,Forum Hungary ,发行
关键第四号,Forum Film Poland ,发行
关键第四号,Imagenation Abu Dhabi FZ ,制作
关键第四号,Participant Media ,制作
关键第四号,Reliance Big Entertainment ,制作
关键第四号,Bay Films ,制作
关键第四号,凯文·杜兰,主演
关键第四号,迪安娜·阿格隆,主演
关键第四号,博·米尔乔夫,主演
关键第四号,蒂莫西·奥利芬特,主演
关键第四号,泰莉莎·帕尔墨,主演
关键第四号,布莱恩·豪威,主演
关键第四号,鲁本·兰登,主演
关键第四号,d·j·卡卢索,导演
关键第四号,亚历克斯·帕蒂弗,主演
关键第四号,卡兰·麦克奥利菲,主演
关键第四号,杰克·阿贝尔,主演
观音山,北京紫禁城三联影视发行有限公司,发行
观音山,范冰冰,主演
观音山,方励,主演
观音山,李玉,导演
观音山,北京劳雷影业有限公司,制作
观音山,北京劳雷影业有限公司,发行
观音山,北京盛世新影影视发行有限公司,发行
观音山,长沙华湘房地产开发有限公司,制作
观音山,范冰冰工作室,制作
观音山,肥龙,主演
观音山,峨眉电影集团有限公司,制作
观音山,王鹤龙,主演
观音山,张艾嘉,主演
观音山,陈柏霖,主演
观音山,金晶,主演
致命请柬,福建恒业影业有限公司,发行
致命请柬,北京交远传媒有限公司,制作
致命请柬,张达明,主演
致命请柬,焦婷,主演
致命请柬,胡桑,主演
致命请柬,孙小光,导演
炫舞天鹅,马浴柯,主演
炫舞天鹅,爱新觉罗·启星,主演
炫舞天鹅,北京艾美斯特影视文化有限公司,制作
炫舞天鹅,贵州都市虎子传媒有限责任公司,制作
炫舞天鹅,贵州日报报业集团,制作
炫舞天鹅,余治林,导演
炫舞天鹅,戴佳佳,主演
炫舞天鹅,阿依,主演
炫舞天鹅,石小满,主演
炫舞天鹅,王丽涵,主演
幸存日,长春电影制片厂,制作
幸存日,倪大红,主演
幸存日,北京博纳影视文化交流有限公司,发行
幸存日,李菲儿,主演
幸存日,贵州日报报业集团,制作
幸存日,长春美辰影业有限公司,制作
幸存日,贵州电视台,制作
幸存日,闫然,导演
幸存日,陈晓东,主演
幸存日,李彧,主演
云下的日子,张涵予,主演
云下的日子,珠江电影制片有限公司,制作
云下的日子,于娜,主演
云下的日子,北京博纳影视文化交流有限公司,发行
云下的日子,肖剑,主演
云下的日子,长春美辰影业有限公司,制作
云下的日子,北京东方天鼎文化传播有限公司,制作
云下的日子,闫然,导演
云下的日子,阿幼朵,主演
百合,吕丽萍,主演
百合,华夏电影发行有限责任公司,制作
百合,华夏电影发行有限责任公司,发行
百合,周晓文,导演
百合,西安晓文影视文化传播有限公司,制作
百合,李亮,主演
百合,烨烨,主演
百合,董利德,主演
百合,赵雅淇,主演
百合,王梓桐,主演
歼十出击,八一电影制片厂,制作
歼十出击,黄奕,主演
歼十出击,胡可,主演
歼十出击,李光洁,主演
歼十出击,华夏电影发行有限责任公司,发行
歼十出击,祝新运,主演
歼十出击,王斑,主演
歼十出击,上海良仟文化传播有限公司,制作
歼十出击,中国电影博物馆,制作
歼十出击,张宁江,主演
歼十出击,张页川,主演
歼十出击,杨潇,主演
歼十出击,宁海强,导演
歼十出击,宁宁,主演
寻龙夺宝,浙江横店影视制作有限公司,制作
寻龙夺宝,阿德莱德电影公司,制作
寻龙夺宝,sapo投资公司,制作
寻龙夺宝,apothecary公司,制作
寻龙夺宝,薯条公司,制作
寻龙夺宝,东方星空创业投资有限公司,制作
寻龙夺宝,东阳基业先锋影视传媒有限公司,制作
寻龙夺宝,杭州文化广播电视集团,制作
寻龙夺宝,陈小春,主演
寻龙夺宝,罗伯特·马萌,主演
寻龙夺宝,李林金,主演
寻龙夺宝,马里奥·安德鲁西奥,导演
寻龙夺宝,路易斯·科贝特,主演
寻龙夺宝,山姆·尼尔,主演
大人物,上海永乐影视集团,发行
大人物,杜海涛,主演
大人物,蘭发行团队,发行
大人物,电广传媒影业(北京)有限公司,制作
大人物,电广传媒影业(北京)有限公司,发行
大人物,四川省太平洋电影院线有限公司,发行
大人物,北京广大时代文化传播有限责任公司,制作
大人物,四川笑星文化传播公司,制作
大人物,云南誉盛贝特文化传媒,制作
大人物,四川博能教育,制作
大人物,谭华,导演
大人物,李伯清,主演
大人物,吉杰,主演
大人物,廖健,主演
大人物,杨乐乐,主演
大人物,吴孟达,主演
大人物,林子聪,主演
大人物,金沙,主演
站起来,北京电影制片厂,制作
站起来,华夏电影发行有限责任公司,发行
站起来,王伟,主演
站起来,高地电影公司,制作
站起来,上海荔点多媒体科技有限公司,制作
站起来,姚金飞,主演
站起来,敏卉,导演
站起来,高秀凤,主演
站起来,杜小光,主演
站起来,宋学文,主演
站起来,王蔚,主演
惊沙,国家新闻出版广电总局电影卫星频道节目制作中心,制作
惊沙,华夏电影发行有限责任公司,制作
惊沙,华夏电影发行有限责任公司,发行
惊沙,安战军,导演
惊沙,徐僧,主演
惊沙,北京华源顺通国际文化交流有限责任公司,制作
惊沙,刘鉴,主演
惊沙,高子沣,主演
惊沙,北京紫禁城影业有限责任公司,制作
惊沙,国歌,主演
惊沙,郭东文,主演
刀见笑,刘桦,主演
刀见笑,20世纪福克斯电影公司,发行
刀见笑,熊欣欣,主演
刀见笑,北京太合环球影业投资有限公司,制作
刀见笑,宁浩,主演
刀见笑,大地时代电影文化传播(北京)有限公司,发行
刀见笑,游本昌,主演
刀见笑,张雨绮,主演
刀见笑,福斯国际制作公司,制作
刀见笑,北京星引力影视文化有限公司,制作
刀见笑,北京优朋普乐科技有限公司,制作
刀见笑,北京紫旭绚阳文化发展有限公司,制作
刀见笑,山西博龙投资有限公司,制作
刀见笑,刘晓烨,主演
刀见笑,乌尔善,导演
刀见笑,安藤政信,主演
刀见笑,徐冲,主演
刀见笑,韩鹏翼,主演
洛杉矶之战,Columbia Pictures ,发行
洛杉矶之战,Sony Pictures Entertainment ,发行
洛杉矶之战,哥伦比亚影片公司,制作
洛杉矶之战,Sony Pictures Home Entertainment ,发行
洛杉矶之战,华夏电影发行有限责任公司,发行
洛杉矶之战,FX Networks ,发行
洛杉矶之战,索尼发行公司,发行
洛杉矶之战,Walt Disney Studios Motion Pictures ,发行
洛杉矶之战,Audio Visual Entertainment ,发行
洛杉矶之战,Sony Pictures Releasing Canada ,发行
洛杉矶之战,Acme Film ,发行
洛杉矶之战,Columbia TriStar Warner Filmes de ,发行
洛杉矶之战,Sony Pictures Entertainment Inc. ,发行
洛杉矶之战,艾伦·艾克哈特,主演
洛杉矶之战,迈克尔·佩纳,主演
洛杉矶之战,米歇尔·罗德里格兹,主演
洛杉矶之战,吉姆·帕莱科,主演
洛杉矶之战,克劳迪娅·韦尔斯,主演
洛杉矶之战,拉蒙·罗德里格兹,主演
洛杉矶之战,卢卡斯·提尔,主演
洛杉矶之战,布丽姬·穆娜,主演
洛杉矶之战,科里·哈德里克,主演
洛杉矶之战,泰勒·汉德雷,主演
洛杉矶之战,尼亚·佩雷斯,主演
洛杉矶之战,塔琳·萨瑟恩,主演
洛杉矶之战,乔纳森·理贝斯曼,导演
洛杉矶之战,凯尔·米歇尔,主演
洛杉矶之战,詹姆斯·池内·里奥,主演
洛杉矶之战,尼欧,主演
洛杉矶之战,乔伊·金,主演
琴动我心,高曙光,主演
琴动我心,高亚麟,主演
琴动我心,北京万众灿烂影视文化传播有限公司,发行
琴动我心,奥山影视文化湖北有限公司,制作
琴动我心,奥山影视文化湖北有限公司,发行
琴动我心,北京巨海传媒有限公司,制作
琴动我心,周伟,导演
琴动我心,邬君梅,主演
琴动我心,邬祯琳,主演
琴动我心,李思澄,主演
琴动我心,王东方,主演
琴动我心,马书良,主演
琴动我心,杜建桥,主演
房不剩防,北京紫禁城三联影视发行有限公司,发行
房不剩防,方青卓,主演
房不剩防,赵毅,主演
房不剩防,张少华,主演
房不剩防,李勤勤,主演
房不剩防,柳岩,主演
房不剩防,吴超,主演
房不剩防,北京盛世华锐电影投资管理有限公司,制作
房不剩防,何云伟,主演
房不剩防,李念,主演
