relName,mediaName
Centfox Film Ges.m.b.H. ,X战警：天启
Central Park Films ,罪恶赎金
Central Partnership ,丛林有情狼
Central Partnership ,火海凌云
Central Partnership ,玩命追踪
Central Partnership ,美国队长
Child Film ,海洋之歌
China Film Co. ,纽约客@上海
China Lion Film Distribution ,我知女人心
Cinemax ,人狼大战
Cinemax ,敢死队2
Cinemundo ,灵偶契约
Cinestar ,源代码
Cinéart ,呼啸山庄
Circuito Cinema ,巴霍巴利王：开端
Circuito Cinema ,巴霍巴利王：开端
Colossal Mega Films ,九条命
Colossal Mega Films ,神战：权力之眼
Colossal Mega Films ,寄生兽
Columbia ,魔法老师
Columbia Pictures ,灵魂战车2：复仇时刻
Columbia Pictures ,超凡蜘蛛侠
Columbia Pictures ,洛杉矶之战
Columbia Pictures ,全面回忆
Columbia Pictures ,青蜂侠
Columbia Pictures ,神奇海盗团
Columbia Pictures ,精灵旅社
Columbia TriStar Home Entertainment ,侏罗纪公园3D
Columbia TriStar Warner Filmes de ,洛杉矶之战
Columbia TriStar Warner Filmes de ,青蜂侠
Columbia TriStar Warner Filmes de ,不明身份
Columbia TriStar Warner Filmes de Portugal ,美少女特攻队
Columbia TriStar Warner Filmes de Portugal ,巨人捕手杰克
Columbia TriStar Warner Filmes de Portugal ,丁丁历险记
Columbia TriStar Warner Filmes de Portugal ,绿灯侠
Columbia TriStar Warner Filmes de Portugal ,哈利·波特与死亡圣器(下)
Concorde Filmverleih ,最后的巫师猎人
Concorde Filmverleih ,神战：权力之眼
Concorde Filmverleih ,迷踪：第九鹰团
Concorde Filmverleih ,赤焰战场
Concorde Filmverleih GmbH ,幻体：续命游戏
Concorde Filmverleih GmbH ,分歧者3：忠诚世界
Concorde Filmverleih GmbH ,废柴特工
Concorde Filmverleih GmbH ,暮光之城4：破晓（上）
Concorde Filmverleih GmbH ,铁血精英
Concorde Home Entertainment ,废柴特工
Concorde Home Entertainment ,幻体：续命游戏
Constantin Film Verleih ,最后的巫师猎人
Constantin-Film ,废柴特工
Constantin-Film ,红色警戒999
Contender ,飞鹰艾迪
Corazón Films ,废柴特工
Creative Century Entertainment ,巴霍巴利王：开端
Creative Century Entertainment ,巴霍巴利王：开端
Curious Films ,挪威的森林
Cuvision ,最后的巫师猎人
DCA ,三个火枪手
Daisy Entertainment ,源代码
DeA Planeta ,国王的演讲
DeA Planeta S.L. ,铁血精英
DeA Planeta S.L. ,九条命
DeA Planeta S.L. ,红色警戒999
DeA Planeta S.L. ,幻体：续命游戏
Deltamac Entertainment ,梦宅诡影
Deltamac Entertainment ,灵魂战车2：复仇时刻
Deltamac Entertainment ,在劫难逃
Deltamac Entertainment ,环形使者
Diamond Films ,源代码
Diamond Films ,九条命
Diamond Films ,国王的演讲
Diamond Films ,危情三日
Diamond Films ,灵偶契约
Diamond Films ,伦敦陷落
Diamond Films ,幻体：续命游戏
Diamond Films ,女巫季节
Diamond Pictures ,夺命深渊
Diaphana Films ,呼啸山庄
Dimension Films ,非常小特工之时间大盗
Discovery Film & Video Distribution ,花样厨神
Distribution Company ,疯狂侏罗纪
Distribution Company ,战略特勤组
Distribution Company ,天际浩劫
Distribution Company ,王者之剑3D
Distribution Workshop ,我知女人心
Double Edge Entertainment ,魔法老师
DreamWorks Home Entertainment ,功夫熊猫2
Dreamwest Pictures ,通灵神探
Dutch FilmWorks (DFW) ,一夜迷情
Dutch FilmWorks (DFW) ,机械师
Dutch FilmWorks (DFW) ,王者之剑3D
Dutch FilmWorks (DFW) ,人狼大战
Dutch FilmWorks (DFW) ,黑衣女人
Dutch FilmWorks (DFW) B.V. ,巴黎危机
Dutch FilmWorks (DFW) B.V. ,绝地逃亡
Dutch FilmWorks (DFW) B.V. ,海浪
Dutch FilmWorks (DFW) B.V. ,机械师2：复活
E Stars Films ,特警判官
E Stars Films ,谍影特工
E Stars Films ,天际浩劫
E Stars Films ,使命召唤
E Stars Films ,赤警威龙
E Stars Films ,灵魂战车2：复仇时刻
E Stars Films ,王者之剑3D
E Stars Films ,巴霍巴利王：开端
E Stars Films ,双雄
E Stars Films ,巴霍巴利王：开端
E1 ,幻影追凶
E1 ,一夜迷情
E1 ,赤焰战场
E1 Entertainment ,源代码
E1 Entertainment ,三个火枪手
E1 Entertainment ,赤焰战场
E1 Entertainment Benelux ,特警判官
E1 Entertainment Benelux ,铁血精英
E1 Entertainment Benelux ,赤焰战场
E1 Entertainment Benelux ,舞力对决
Eagle ,天际浩劫
Eagle Films ,劫案迷云
Eagle Films ,王者之剑3D
Eagle Films ,饥饿游戏
Eagle Films ,谍影特工
Eagle Films ,玩命追踪
Eagle Films ,机械师
Eagle Films ,狂暴飞车
Eagle Films ,敢死队2
Eagle Films ,贵族大盗
Eagle Films ,超脑48小时
Eagle Films ,雨果
Eagle Films ,伦敦陷落
Eagle Films ,罪恶赎金
Eagle Films ,在劫难逃
Eagle Films ,丛林有情狼
Eagle Films ,机械师2：复活
Eagle Films ,疯狂侏罗纪
Eagle Films ,危情三日
Eagle Pictures ,舞力对决
Eagle Pictures ,诺亚方舟漂流记
Eagle Pictures ,诺亚方舟漂流记
Eagle Pictures ,幻体：续命游戏
Eagle Pictures ,国王的演讲
Easternlight Films ,关云长
EcoFilmes ,天际浩劫
EcoFilmes ,舞力对决
EcoFilmes ,危情三日
Elevation Pictures ,红色警戒999
Elevation Pictures ,废柴特工
Encore Films ,寄生兽
Energía Entusiasta ,废柴特工
Energía Entusiasta ,机械师2：复活
Entermode ,巴霍巴利王：开端
Entermode ,巴霍巴利王：开端
Entertainment Film Distributors ,非常小特工之时间大盗
Entertainment Film Distributors Ltd. ,幻体：续命游戏
Entertainment Film Distributors Ltd. ,铁血精英
Entertainment Film Distributors Ltd. ,废柴特工
Entertainment One ,吹梦巨人
Entertainment One ,人狼大战
Entertainment One ,诺亚方舟漂流记
Entertainment One ,诺亚方舟漂流记
Entertainment One ,最后的巫师猎人
Entertainment One ,灵偶契约
Entertainment One ,圆梦巨人
Entertainment One Benelux ,废柴特工
Entertainment One Benelux ,源代码
Entertainment One Benelux ,吹梦巨人
Entertainment One Benelux ,非常小特工之时间大盗
Entertainment One Benelux ,危情三日
Entertainment One Benelux ,伦敦陷落
Entertainment One Benelux ,幻体：续命游戏
Entertainment One Benelux ,红色警戒999
Entertainment One Benelux ,迷踪：第九鹰团
Entertainment One Benelux ,赤焰战场
Entertainment One Benelux ,圆梦巨人
Entertainment in Video ,废柴特工
Entertainment in Video ,幻体：续命游戏
Esen Entertainment ,巴黎危机
Estonian Theatrical Distribution ,美国队长3
Estonian Theatrical Distribution ,美国队长3：英雄内战
EuropaCorp USA ,九条命
EuropaCorp. Distribution ,太空一号
EuropaCorp. Distribution ,九条命
EuropaCorp. Distribution ,致命黑兰
Eurozoom ,喝彩
FS Film Oy ,纳尼亚传奇3
FS Film Oy ,一夜迷情
FS Film Oy ,猩球崛起
FS Film Oy ,危情三日
FS Film Oy ,里约大冒险
FS Film Oy ,国王的演讲
FX Networks ,青蜂侠
FX Networks ,雷神
FX Networks ,洛杉矶之战
FX Networks ,创战纪
FX Networks ,功夫熊猫2
FX Networks ,美国队长
Facets Multimedia Distribution ,倩女幽魂
Falcon ,丁丁历险记
Falcon ,青蜂侠
Feelgood Entertainment ,赛车总动员2
Feelgood Entertainment ,美国队长3
Feelgood Entertainment ,创战纪
Feelgood Entertainment ,爱丽丝梦游仙境2：镜中奇遇记
Feelgood Entertainment ,加勒比海盗4：惊涛怪浪
Feelgood Entertainment ,青蜂侠
Feelgood Entertainment ,鲨滩
Feelgood Entertainment ,愤怒的小鸟
Feelgood Entertainment ,超能敢死队
Feelgood Entertainment ,丁丁历险记
Feelgood Entertainment ,愤怒的小鸟大电影
Fida Film ,源代码
Film1 ,战略特勤组
Film1 ,危情三日
Film1 ,天际浩劫
Film1 ,夺命深渊
Film1 ,丛林有情狼
Film1 ,女巫季节
Film4 ,黑海夺金
FilmDistrict ,环形使者
FilmNation Entertainment ,通灵神探
Filmopolis ,丛林有情狼
Finnkino Oy ,魔兽
Finnkino Oy ,忍者神龟2：破影而出
Finnkino Oy ,爱宠大机密
Finnkino Oy ,谍影重重5
Fivia ,呼啸山庄
Forum Film Poland ,关键第四号
Forum Films ,美国队长
Forum Hungary ,异星战场
Forum Hungary ,创战纪
Forum Hungary ,关键第四号
Forum Hungary ,赛车总动员2
Forum Hungary ,加勒比海盗4：惊涛怪浪
Forum Hungary ,饥饿游戏
Forum Hungary ,彼得的龙
Forum Hungary ,丛林有情狼
Forum Hungary ,铁甲钢拳
Forum Hungary ,宾虚
Forum Hungary ,非常小特工之时间大盗
Forumcinemas ,纳尼亚传奇3
Forumcinemas ,碟中谍4
Forumcinemas ,冰川时代4：大陆漂移
Forumcinemas ,赛车总动员2
Forumcinemas ,特工争风
Forumcinemas ,变形金刚3
Forumcinemas ,速度与激情5
Forumcinemas ,异星战场
Forumcinemas ,美国队长
Forumcinemas ,猩球崛起
Forumcinemas ,马达加斯加3
Forumcinemas ,雷神
Forumcinemas ,少年派的奇幻漂流
Forumcinemas ,普罗米修斯
Fox 2000 Pictures ,少年派的奇幻漂流
Fox STAR Studios ,猩球崛起
Fox-Walden ,纳尼亚传奇3
Frenetic Films ,呼啸山庄
Front Row ,呼啸山庄
Front Row Filmed Entertainment ,极速风流
Front Row Filmed Entertainment ,黑衣女人
Front Row Filmed Entertainment ,呼啸山庄
Front Row Filmed Entertainment ,再次出发
Front Row Filmed Entertainment ,舞力对决
Fuji Television Network ,挪威的森林
Fundamental Films ,危情三日
Future Film ,幻体：续命游戏
Future Film ,绝地逃亡
GAGA ,神战：权力之眼
GAGA Communications ,危情三日
GAGA Communications ,三个火枪手
GAGA Communications ,模仿游戏
GAGA Communications ,国王的演讲
GKIDS ,海洋之歌
Garsu Pasaulio Irasai ,迷踪：第九鹰团
Gaumont Distribution ,一夜迷情
Geo Films ,地心营救
Global Screen ,诺亚方舟漂流记
Global Screen ,诺亚方舟漂流记
Golden Village Pictures ,泰山归来：人猿大战
Golden Village Pictures ,舞力对决
Golden Village Pictures ,铁拳
Golden Village Pictures ,非常小特工之时间大盗
Golden Village Pictures ,深海浩劫
Golden Village Pictures ,分歧者3：忠诚世界
Golden Village Pictures ,铁拳
Golden Village Pictures ,天际浩劫
Golden Village Pictures ,王者之剑3D
Golden Village Pictures ,白雪公主之魔镜魔镜
Golden Village Pictures ,夺命深渊
Golden Village Pictures ,机械师2：复活
Golden Village Pictures ,寄生兽
Golden Village Pictures ,哆啦A梦：伴我同行
Golden Village Pictures ,分歧者2：绝地反击
Golden Village Pictures ,武侠
Golden Village Pictures ,地心营救
Golden Village Pictures ,机械师
Golden Village Pictures ,女巫季节
Golden Village Pictures ,泰山归来：险战丛林
Golden Village Pictures ,超脑48小时
Gramercy Pictures ,伦敦陷落
Gramercy Pictures ,幻体：续命游戏
Gulf Film ,幻影追凶
Gulf Film ,花样厨神
Gussi Artecinema ,幻影追凶
Gutek Film ,呼啸山庄
HCE ,女巫季节
HanWay Films ,飞鹰艾迪
Haut et Court ,海洋之歌
Hollydan Works ,速度与激情5
Hollywood Classic Entertainment ,迷踪：第九鹰团
Hollywood Entertainment ,舞力对决
Home Box Office Latin America (HBO) ,挪威的森林
Hong Kong Legends ,倩女幽魂
Hopscotch Entertainment ,天际浩劫
Horizon Films ,呼啸山庄
Hoyts Distribution ,帕丁顿熊
Hoyts Distribution ,魔法奇幻秀
Huahua Film & Media Culture ,魔法老师
IDC ,特警判官
IPA ,永无止境
IPA ,海浪
IPA ,黑海夺金
IPA ,红色警戒999
IPA Asia Pacific ,一夜迷情
IPA Asia Pacific ,无处可逃
IPA Asia Pacific ,国王的演讲
IPA Asia Pacific ,战略特勤组
IPA Asia Pacific ,红色警戒999
IPA Asia Pacific ,危情三日
Icon Film Distribution ,赤焰战场
Icon Film Distribution ,人狼大战
Icon Film Distribution ,特警判官
Ifilm ,寄生兽
Imagem Filmes ,危情三日
Imagem Filmes ,女巫季节
Incognito Films ,天际浩劫
Incognito Films ,机械师
Incognito Films ,舞力对决
Incognito Films ,王者之剑3D
Incognito Films ,惊天战神
Independent Films ,深海浩劫
Independent Films ,最后的巫师猎人
Independent Films ,神战：权力之眼
Independent Films ,分歧者3：忠诚世界
Independent Films ,天际浩劫
Independent Films ,惊天魔盗团2
IndustryWorks Pictures ,重返大海
Infotainment China ,废柴特工
Innoform Media ,人狼大战
Innoform Media ,危情三日
InterCom ,冰川时代5：星际碰撞
InterCom ,青蜂侠
InterCom ,冰川时代：星际碰撞
Intercontinental Video ,天际浩劫
Intersonic ,呼啸山庄
Italia Film ,迷踪：第九鹰团
Joyncontents Group ,分歧者3：忠诚世界
Joyncontents Group ,最后的巫师猎人
KOCH Media Deutschland GmbH ,疯狂侏罗纪
KSM ,海洋之歌
KVH Media Group ,海洋之歌
Kadokawa ,惊天魔盗团2
Kadokawa ,废柴特工
Kadokawa Pictures ,女巫季节
Karantanija Cinemas ,魔兽
Karma Films ,海洋之歌
Karo Premiere ,狂暴飞车
Karo Premiere ,美少女特攻队
Kinepolis Film Distribution ,巴黎危机
Kinepolis Film Distribution ,机械师2：复活
Kinepolis Film Distribution (KFD) ,黑衣女人
Kinepolis Film Distribution (KFD) ,丛林有情狼
Kinepolis Film Distribution (KFD) ,天际浩劫
Kino Films ,幻体：续命游戏
Kino Swiat ,国王的演讲
Kinowelt Filmproduktion ,源代码
Kinowelt Filmverleih ,不明身份
Kinowelt Filmverleih ,源代码
Kinowelt Filmverleih ,危情三日
Kiss Comunicació ,花样厨神
Kitokio kino klubas ,一夜迷情
Korea Screen ,天际浩劫
Lark Films Distribution ,寄生兽
Latinamerican Theatrical Group ,三个火枪手
Leeding Media ,丛林有情狼
Leeding Media ,分歧者3：忠诚世界
Leeding Media ,分歧者2：绝地反击
Legendmain Filmes ,海洋之歌
Leopolis ,幻影追凶
Lions Gate Films ,魔法奇幻秀
Lionsgate Home Entertainment ,废柴特工
Long Shong Entertainment Multimedia Company ,源代码
Long Shong Entertainment Multimedia Company ,黑衣女人
Long Shong Entertainment Multimedia Company ,夺命追踪
Lotte Entertainment ,三个火枪手
Lotte Entertainment ,丁丁历险记
Lucernafilm - Alfa ,侏罗纪公园3D
Lucky Red ,哆啦A梦：伴我同行
Lumière Home Entertainment ,挪威的森林
Lumière Productie ,挪威的森林
Lusomundo ,呼啸山庄
Lusomundo ,挪威的森林
M-Line Distribution ,判我有罪
M2 Pictures ,红色警戒999
MEED Films ,夺命深渊
MG Film ,魔法奇幻秀
MVP Entertainment ,机械师
MVP Entertainment ,天际浩劫
MVP Entertainment ,舞力对决
MVP Entertainment ,特警判官
MVP Entertainment ,王者之剑3D
MVP Pictures ,巴霍巴利王：开端
MVP Pictures ,巴霍巴利王：开端
Madman Entertainment Pty. Ltd. ,寄生兽
Mainichi Broadcasting System (MBS) K.K. ,垫底辣妹
Manfer Films ,海底总动员2：多莉去哪儿
Manga Films ,倩女幽魂
Maple Pictures ,危情三日
Maple Pictures ,王者之剑3D
Mars Distribution ,红色警戒999
Mars Films ,红色警戒999
Maywin Media ,呼啸山庄
Media Pro Film Distribution ,铁血精英
Mediatres Estudio ,寄生兽
Medusa ,女巫季节
Medusa Distribuzione ,一夜迷情
Megabox ,神探夏洛克
Megastar Pictures ,倩女幽魂
Megogo Distribution ,机械师2：复活
Meloman ,美国队长3
Meloman ,美国队长3：英雄内战
Metropolitan Filmexport ,丛林有情狼
Metropolitan Filmexport ,吹梦巨人
Metropolitan Filmexport ,敢死队2
Metropolitan Filmexport ,废柴特工
Metropolitan Filmexport ,机械师
Metropolitan Filmexport ,女巫季节
Metropolitan Filmexport ,危情三日
Metropolitan Filmexport ,机械师2：复活
Metropolitan Filmexport ,迷踪：第九鹰团
Metropolitan Filmexport ,惊天战神
Metropolitan Filmexport ,灵偶契约
Metropolitan Filmexport ,王者之剑3D
Metropolitan Filmexport ,舞力对决
Metropolitan Filmexport ,夺命深渊
Metropolitan Filmexport ,超脑48小时
Metropolitan Filmexport ,圆梦巨人
Midget Entertainment ,环形使者
Midget Entertainment ,王者之剑3D
Midget Entertainment ,林肯律师
Midget Entertainment ,人狼大战
Millennium Entertainment ,幻影追凶
Millennium Entertainment ,罪恶赎金
Miracle Voice ,海洋之歌
Moments Entertainment ,最后的巫师猎人
Momentum Pictures ,天际浩劫
Momentum Pictures ,机械师
Momentum Pictures ,女巫季节
Momentum Pictures ,国王的演讲
Momentum Pictures ,双雄
Momentum Pictures ,黑衣女人
Mongkol Major ,巴黎危机
Mongkol Major ,惊天战神
Mongkol Major ,夺命深渊
Mongkol Major ,挪威的森林
Mongkol Major ,王者之剑3D
Mongkol Major ,幻影追凶
Mongkol Major ,丛林有情狼
Mongkol Major ,特警判官
Mongkol Major ,最后的巫师猎人
Mongkol Major ,黑衣女人
Mongkol Major ,分歧者3：忠诚世界
Mongkol Major ,惊天魔盗团2
Mongkol Major ,魔法老师
Mongkol Major ,饥饿游戏
Mongkol Major ,九条命
Mongkol Major ,深海浩劫
Mongkol Major ,神战：权力之眼
Mongkol Major ,白雪公主之魔镜魔镜
Mongkol Major Film ,天际浩劫
Mongrel Media ,挪威的森林
Monolith ,丛林有情狼
Monolith Films ,迷踪：第九鹰团
Monolith Films ,危情三日
Monolith Films ,源代码
Monolith Films ,夺命深渊
Monolith Films ,神战：权力之眼
Monolith Plus ,女巫季节
Monopole-Pathé ,一夜迷情
Moxienotion ,海浪
Multivision Multimedia India ,惊天战神
Myndform ,铁血精英
Myndform ,呼啸山庄
NFP Marketing & Distribution ,一夜迷情
NOS Audiovisuais ,彼得的龙
NOS Audiovisuais ,X特遣队
NOS Audiovisuais ,宾虚
NOS Audiovisuais ,星际迷航3：超越星辰
NOS Audiovisuais ,谍影重重5
NOS Audiovisuais ,幻体：续命游戏
NOS Audiovisuais ,忍者神龟2：破影而出
NOS Audiovisuais ,红色警戒999
NOS Audiovisuais ,惊天魔盗团2
National Broadcasting Company (NBC) ,侏罗纪公园3D
National Geographic Cinema Ventures ,神秘的未知世界
New KSM ,海洋之歌
New Yorker Films ,红高粱
Next Entertainment World ,哆啦A梦：伴我同行
Noble Entertainment ,源代码
Noori Pictures ,白雪公主之魔镜魔镜
