1,708313.750000007
2,1161512.5400000042
3,717344.7800000022
4,841301.1100000035
5,790424.5500000034
6,1000616.1200000065
7,1007440.050000002
8,883101.5000000009
9,711596.880000002
10,521744.2700000011
11,552942.0800000002
12,718915.3500000047
