movieName,releaseMonth,dailyBox
复仇者联盟,04,0.68
复仇者联盟,04,0.9
复仇者联盟,04,1.35
复仇者联盟,04,0.58
夜&middot;店,04,0.12
夜半歌声,04,0.05
夜半歌声,04,0.03
夜半歌声,04,0.01
夜半歌声,04,0.39
夜半歌声,04,0.2
夜半歌声,04,0.27
大兵金宝历险记,04,0.01
大力神3D,04,4.42
大力神3D,04,449.62
大力神3D,04,583.16
大力神3D,04,450.44
大力神3D,04,236.28
大力神3D,04,235.12
大力神3D,04,216.17
大力神3D,04,198.37
大力神3D,04,22.85
大力神3D,04,31.64
大力神3D,04,25.03
大力神3D,04,14.4
大力神3D,04,15.52
大力神3D,04,14.35
大唐玄奘,04,0.89
大唐玄奘,04,4.11
大唐玄奘,04,476.9
大唐玄奘,04,616.52
大块头有大智慧,04,0.0
大块头有大智慧,04,0.0
大城小事,04,0.01
大城小事,04,0.01
大城小事,04,0.01
大富之家,04,0.12
大富之家,04,0.13
大电影2.0之两个傻瓜的荒唐事,04,0.01
大电影2.0之两个傻瓜的荒唐事,04,0.01
大胃王,04,0.01
大胃王,04,0.0
大腕,04,0.01
大腕,04,0.01
大腕,04,0.0
大野狼和小绵羊的爱情,04,0.03
大野狼和小绵羊的爱情,04,14.78
大野狼和小绵羊的爱情,04,16.51
大野狼和小绵羊的爱情,04,15.48
大闹天宫（动画版）,04,0.37
天下第二,04,0.03
天下第二,04,0.02
天下第二,04,0.02
天之恩赐,04,0.03
天之恩赐,04,0.02
天使不寂寞,04,0.02
天使不寂寞,04,0.01
天使不寂寞,04,0.02
天地告白,04,0.01
天地告白,04,0.01
天地告白,04,0.01
天地逃生,04,0.01
天地逃生,04,0.02
天地逃生,04,0.01
天堂口,04,0.02
天堂口,04,0.02
天才眼镜狗,04,396.45
天才眼镜狗,04,381.91
天才眼镜狗,04,360.2
天才眼镜狗,04,376.37
天才眼镜狗,04,1407.0
天才眼镜狗,04,1551.72
天才眼镜狗,04,1313.63
天才眼镜狗,04,143.15
天才眼镜狗,04,130.34
天津闲人,04,0.11
天津闲人,04,0.03
天脉传奇,04,0.01
天钟,04,0.0
天黑请闭眼,04,0.01
天黑请闭眼,04,0.01
天黑请闭眼,04,0.14
太空熊猫英雄归来,04,109.23
太空熊猫英雄归来,04,121.4
太空熊猫英雄归来,04,120.45
太空熊猫英雄归来,04,3.69
太空熊猫英雄归来,04,2.52
太空熊猫英雄归来,04,2.34
太空熊猫英雄归来,04,6.05
太空熊猫英雄归来,04,42.98
太空熊猫英雄归来,04,47.75
失控,04,0.03
失控,04,0.06
失控,04,0.02
失控,04,0.02
失控,04,0.04
失控,04,0.03
失控,04,0.04
失控,04,0.02
失控,04,0.02
失眠男女,04,0.91
失眠男女,04,0.03
失眠男女,04,79.25
失眠男女,04,54.17
失眠男女,04,34.96
失眠男女,04,7.89
失眠男女,04,11.27
失眠男女,04,9.15
失眠男女,04,4.79
失眠男女,04,5.29
头彩,04,0.35
夺命推理,04,1.18
夺命推理,04,0.72
夺命推理,04,0.74
夺命推理,04,0.24
夺命推理,04,0.32
夺命推理,04,0.3
奇幻女侠,04,0.08
奇幻女侠,04,0.04
奇幻森林,04,1.3
奇幻森林,04,2.11
奇幻森林,04,185.3
奇幻森林,04,7761.43
奇幻森林,04,13031.38
奇幻森林,04,10710.12
奇幻森林,04,3671.91
奇幻森林,04,3390.99
奇幻森林,04,3016.74
奇幻森林,04,2897.95
奇幻森林,04,3830.36
奇幻森林,04,8113.35
奇幻森林,04,7010.39
奇幻森林,04,1952.5
奈河,04,0.0
女人要爱,04,0.05
女神时代,04,2.09
女神时代,04,8.62
女神时代,04,5.27
女神时代,04,0.74
女神时代,04,0.23
女神跟我走,04,0.39
她们的名字叫做红,04,0.12
她们的名字叫做红,04,0.26
好好过,04,0.01
好运，特克斯,04,0.13
好运，特克斯,04,0.31
好运，特克斯,04,0.42
好运，特克斯,04,0.36
好运，特克斯,04,0.19
好运，特克斯,04,0.04
如果&middot;爱,04,0.0
如果&middot;爱,04,0.0
如果&middot;爱,04,0.01
如果·爱,04,0.0
如果·爱,04,0.01
妈妈别哭,04,0.42
妹娃要过河,04,0.01
始祖轩辕,04,14.19
始祖轩辕,04,14.57
始祖轩辕,04,6.75
完美的爱,04,0.29
完美的爱,04,0.94
完美的爱,04,0.0
家里有我,04,0.07
密室之不可靠岸,04,0.01
密室之不可靠岸,04,0.01
寻找声音的耳朵,04,0.34
寻找成龙,04,0.0
导火线,04,0.01
小事大爱,04,0.12
小事大爱,04,0.14
小事大爱,04,0.12
小亲亲,04,0.04
小人国,04,0.03
小人国,04,0.01
小城之春,04,0.0
小时代：青木时代,04,0.0
小时代：青木时代,04,0.0
小虎斑斑,04,0.0
小虎斑斑,04,0.01
小虎斑斑,04,0.0
小虎斑斑,04,0.0
小角色,04,0.58
小角色,04,0.81
小角色,04,0.16
小角色,04,0.09
小角色,04,0.42
小角色,04,0.01
少年岳飞传奇,04,0.01
少年林祥谦,04,2.14
少年毛泽东,04,2.16
少年毛泽东,04,0.57
少年毛泽东,04,5.09
尼罗河情人,04,0.02
尼罗河情人,04,0.02
尼罗河情人,04,0.02
山外是海,04,0.25
岁月无声,04,0.03
工作及累,04,0.07
左耳,04,1.29
左耳,04,74.17
左耳,04,5524.04
左耳,04,7979.14
左耳,04,6226.65
左耳,04,3152.64
左耳,04,2821.14
左耳,04,2502.85
左耳,04,2153.99
巨人捕手杰克,04,119.92
巨人捕手杰克,04,75.41
巨人捕手杰克,04,90.3
巨人捕手杰克,04,162.71
巨人捕手杰克,04,164.42
巨人捕手杰克,04,113.62
平凡的足球,04,0.47
平凡的足球,04,0.17
平凡的足球,04,0.1
幸福中转栈,04,2.29
幸福中转栈,04,2.3
幸福中转栈,04,2.27
幸福中转栈,04,0.21
幸福中转栈,04,0.3
幸福中转栈,04,0.3
幸福中转栈,04,0.24
幸福中转栈,04,0.16
幸福中转栈,04,0.14
幸福中转栈,04,0.2
库布里克回顾展,04,13.15
库布里克回顾展,04,21.26
库布里克回顾展,04,29.18
废柴特工,04,2.32
废柴特工,04,428.96
废柴特工,04,483.42
废柴特工,04,375.07
废柴特工,04,168.45
废柴特工,04,161.83
废柴特工,04,146.91
废柴特工,04,132.57
废柴特工,04,8.31
废柴特工,04,12.26
废柴特工,04,6.03
废柴特工,04,8.98
废柴特工,04,0.58
廉吏于成龙,04,0.3
开心家族,04,0.02
开心家族,04,0.01
异度空间,04,0.42
异度空间,04,0.04
异度空间,04,0.02
异度空间,04,0.03
异度空间,04,0.01
异度空间,04,0.01
异度空间,04,0.02
异度空间,04,0.05
异度空间,04,0.01
异度空间,04,0.49
异度空间,04,0.01
异度空间,04,0.15
弹无虚发之死亡之海,04,0.67
归途列车,04,0.21
归途列车,04,0.14
微风吹乱蜗牛心,04,0.12
忠烈杨家将,04,6.2
忠烈杨家将,04,24.83
忠烈杨家将,04,1036.93
忠烈杨家将,04,959.34
忠烈杨家将,04,737.69
忠烈杨家将,04,483.96
忠烈杨家将,04,379.23
忠烈杨家将,04,418.63
忠烈杨家将,04,365.79
忠烈杨家将,04,324.22
忠烈杨家将,04,247.42
忠烈杨家将,04,385.95
忠诚与背叛,04,0.0
念书的孩子,04,0.05
念书的孩子,04,0.03
念书的孩子,04,0.07
念念,04,0.05
念念,04,0.04
念念,04,0.0
念念,04,0.02
念念,04,0.02
念念,04,0.06
念念,04,0.06
念念,04,0.03
念念,04,0.02
念念,04,0.01
念念,04,0.12
念念,04,79.89
恋人絮语,04,0.01
恋人絮语,04,0.01
恋爱通告,04,0.01
恋爱通告,04,0.01
恋爱通告,04,0.0
恋爱通告,04,0.33
恐怖将映,04,3.85
恐怖将映,04,5.39
恐怖将映,04,6.53
恐怖将映,04,5.06
恐怖将映,04,2.5
恐怖将映,04,2.72
恐怖照相机,04,0.02
恐怖照相机,04,18.56
恐怖照相机,04,25.33
恐怖照相机,04,13.46
恐怖照相机,04,26.52
恐怖照相机,04,22.73
恐怖照相机,04,11.23
恐怖照相机,04,1.16
恐怖照相机,04,2.63
悬战,04,0.01
情花谷,04,1.01
情花谷,04,0.82
情花谷,04,3.11
情花谷,04,3.07
情花谷,04,1.37
成记茶楼,04,0.01
我不是王毛,04,1.12
我不是王毛,04,0.85
我不是王毛,04,0.4
我不是王毛,04,0.05
我不是王毛,04,0.41
我不是王毛,04,0.22
我不是王毛,04,0.61
我不是王毛,04,0.4
我为太极狂,04,0.47
我亲爱的小淘气,04,0.26
我亲爱的小淘气,04,0.14
我亲爱的小淘气,04,0.02
我亲爱的小淘气,04,0.02
我亲爱的小淘气,04,0.01
我亲爱的小淘气,04,0.09
我亲爱的小淘气,04,0.22
我亲爱的小淘气,04,0.2
我亲爱的小淘气,04,0.02
我亲爱的小淘气,04,0.0
我亲爱的小淘气,04,0.0
我亲爱的小淘气,04,0.1
我亲爱的小淘气,04,0.17
我亲爱的小淘气,04,0.02
我们恋爱吧,04,0.0
我们恋爱吧,04,0.01
我们恋爱吧,04,0.0
我们恋爱吧,04,0.0
我们结婚吧,04,2.72
我们结婚吧,04,0.87
我们结婚吧,04,0.65
我和我们,04,36.68
我和神马查干,04,0.06
我和神马查干,04,0.72
我和神马查干,04,0.35
我和神马查干,04,0.03
我和神马查干,04,0.05
我和神马查干,04,0.79
我和神马查干,04,0.08
我在路上最爱你,04,170.86
我在路上最爱你,04,188.57
我在路上最爱你,04,183.61
我在路上最爱你,04,25.57
我是女王,04,2.1
我是女王,04,5.43
我是女王,04,264.86
我是女王,04,438.17
我是女王,04,145.47
我是女王,04,171.14
我是女王,04,155.3
我是女王,04,88.61
我是女王,04,87.77
我是女王,04,82.3
我是女王,04,76.59
我是女王,04,5.18
我是女王,04,4.9
我的1000万,04,3.37
我的1000万,04,2.76
我的1000万,04,1.41
我的唐朝兄弟,04,0.01
我的唐朝兄弟,04,0.01
我的唐朝兄弟,04,0.01
我的唐朝兄弟,04,0.01
我的唐朝兄弟,04,0.0
我的唐朝兄弟,04,0.0
我的新野蛮女友,04,4.61
我的新野蛮女友,04,5.34
我的新野蛮女友,04,15.41
我的新野蛮女友,04,836.49
我的新野蛮女友,04,837.85
我的新野蛮女友,04,271.36
我的新野蛮女友,04,254.77
我的新野蛮女友,04,258.66
我的新野蛮女友,04,206.69
我的新野蛮女友,04,5.61
我的新野蛮女友,04,10.15
我的渡口,04,0.03
我的渡口,04,0.04
我的渡口,04,0.06
我的渡口,04,0.02
我的渡口,04,0.01
我的渡口,04,0.02
我的渡口,04,0.01
我的特工爷爷,04,5238.89
我的特工爷爷,04,5516.12
我的特工爷爷,04,5781.4
我的特工爷爷,04,3985.91
我的特工爷爷,04,1720.84
我的特工爷爷,04,1449.7
我的特工爷爷,04,1284.83
我的特工爷爷,04,1106.41
我的特工爷爷,04,1654.34
我的特工爷爷,04,1366.52
我的特工爷爷,04,623.1
我的特工爷爷,04,592.36
我的老婆是明星,04,3.61
我的老婆是明星,04,24.38
我的老婆是明星,04,34.19
我的老婆是明星,04,26.62
我的老婆是明星,04,13.38
我的老婆是明星,04,11.31
我的老婆是明星,04,10.69
我的老婆是明星,04,5.59
我的老婆是明星,04,1.47
我的老婆是明星,04,1.48
我的老婆是明星,04,0.7
我的老婆是明星,04,0.77
我的老婆是明星,04,0.7
我的老婆是明星,04,0.79
我的野蛮女友2,04,657.23
我的野蛮女友2,04,0.36
我的野蛮女友2,04,0.14
我童年的天空,04,0.08
战狼,04,94.23
战鸽快飞,04,0.04
手风琴,04,0.06
拼爹年代,04,0.44
拼爹年代,04,0.25
挪威的森林,04,0.0
搞定岳父大人,04,0.0
摩尔庄园3：魔幻列车大冒险,04,33.09
摩尔庄园3：魔幻列车大冒险,04,37.77
摩尔庄园3：魔幻列车大冒险,04,33.95
摩尔庄园3：魔幻列车大冒险,04,0.75
摩尔庄园3：魔幻列车大冒险,04,0.56
摩尔庄园3：魔幻列车大冒险,04,0.55
摩尔庄园3：魔幻列车大冒险,04,1.06
收藏记忆的角落,04,0.06
收藏记忆的角落,04,0.13
放手爱,04,0.06
放手爱,04,0.15
放手爱,04,0.4
放手爱,04,46.09
敏感事件,04,0.0
敏感事件,04,0.0
整容日记,04,332.34
整容日记,04,0.11
整容日记,04,0.64
整容日记,04,868.08
整容日记,04,1315.7
整容日记,04,1429.72
整容日记,04,1001.34
整容日记,04,527.21
整容日记,04,484.03
整容日记,04,462.87
整容日记,04,239.87
整容日记,04,426.34
整容日记,04,373.54
整容日记,04,173.16
斗牛,04,0.01
斗牛,04,0.02
斗牛,04,0.01
斗牛,04,0.01
斗牛,04,0.02
新扎师妹2之美丽任务,04,0.02
新西兰电影周,04,0.8
新西兰电影周,04,0.99
新鲁冰花：孩子的天空,04,0.42
旅行离婚,04,0.02
旋风九日,04,0.37
无人驾驶,04,0.01
无人驾驶,04,0.01
无人驾驶,04,0.13
无敌小飞猪,04,0.01
无敌小飞猪,04,32.93
无敌小飞猪,04,71.93
无敌小飞猪,04,75.0
无敌小飞猪,04,58.83
无敌小飞猪,04,1.7
无敌小飞猪,04,1.24
无敌小飞猪,04,1.37
无敌小飞猪,04,3.27
无敌小飞猪,04,13.47
无敌小飞猪,04,12.87
无敌小飞猪,04,0.77
无敌小飞猪,04,0.58
无敌小飞猪,04,1.5
无脚鸟,04,0.14
无脚鸟,04,0.12
无脚鸟,04,0.12
无脚鸟,04,0.12
星月童话,04,0.02
星月童话,04,0.03
星月童话,04,0.02
星海,04,0.02
星海,04,0.02
星爸客,04,0.12
星爸客,04,24.27
星爸客,04,21.23
智取威虎山(动画版),04,0.03
智取威虎山(动画版),04,0.02
暴疯语,04,5.08
暴疯语,04,832.62
暴疯语,04,1127.11
暴疯语,04,837.76
暴疯语,04,504.3
暴疯语,04,222.32
暴疯语,04,201.85
暴疯语,04,184.43
暴疯语,04,217.29
暴疯语,04,283.61
暴疯语,04,24.62
暴疯语,04,9.91
暴疯语,04,9.81
替身传奇乐翻天,04,0.03
最佳嫌疑人,04,2.56
最佳嫌疑人,04,142.29
最佳嫌疑人,04,192.1
最佳嫌疑人,04,158.74
最佳嫌疑人,04,79.75
最佳嫌疑人,04,79.72
最佳嫌疑人,04,74.61
最佳嫌疑人,04,70.04
最佳嫌疑人,04,12.11
最佳嫌疑人,04,19.21
最佳嫌疑人,04,13.31
最佳嫌疑人,04,6.67
最佳嫌疑人,04,4.11
最佳嫌疑人,04,2.12
最爱,04,0.01
月色狰狞,04,0.0
有人赞美聪慧，有人则不,04,0.39
有人赞美聪慧，有人则不,04,0.32
有这样一个医生,04,0.05
有这样一个医生,04,0.08
有这样一个医生,04,0.1
有这样一个医生,04,0.14
有这样一个医生,04,0.08
有这样一个医生,04,0.06
有这样一个医生,04,0.06
有这样一个医生,04,0.08
末代皇帝,04,5.9
末代皇帝,04,4.4
杀生,04,0.0
杀生,04,0.01
杀生,04,0.0
杀生,04,0.0
杀生,04,0.0
杀生,04,0.0
杀生,04,0.01
杀生,04,0.01
杀生,04,0.0
杀生,04,0.0
杀生,04,0.01
杀生,04,0.0
李献计历险记,04,0.01
李献计历险记,04,0.31
村支书金岚岚,04,0.0
村支书金岚岚,04,0.48
村支书金岚岚,04,0.73
村支书金岚岚,04,2.38
村支书金岚岚,04,1.03
村支书金岚岚,04,0.01
村支书金岚岚,04,0.39
村支书金岚岚,04,0.22
村支书金岚岚,04,0.12
村支书金岚岚,04,0.31
村支书金岚岚,04,0.18
村支书金岚岚,04,0.51
村支书金岚岚,04,0.46
村支书金岚岚,04,0.83
杨善洲,04,0.38
杨善洲,04,0.67
杨善洲,04,0.8
杨善洲,04,0.16
杨善洲,04,0.57
杨善洲,04,0.37
杨梅洲,04,0.04
杨梅洲,04,0.06
极度险情,04,0.01
极度险情,04,0.02
枪王之王,04,0.06
枪王之王,04,0.06
枪王之王,04,0.05
枪过境,04,0.02
枪过境,04,66.3
枪过境,04,62.42
枪过境,04,3.83
枪过境,04,1.28
枪过境,04,0.52
枪过境,04,0.18
枪过境,04,0.47
枪过境,04,0.15
枪过境,04,0.14
枪过境,04,0.14
枪过境,04,0.58
枪过境,04,0.28
枪过境,04,0.02
柠檬,04,0.1
柠檬,04,39.33
柠檬,04,28.1
柠檬,04,15.0
柠檬,04,12.95
柠檬,04,12.86
柠檬,04,12.47
柠檬,04,1.81
柠檬,04,0.73
柠檬,04,0.5
柠檬,04,0.85
柠檬,04,1.81
柳堡的故事,04,0.0
根据地,04,2.05
根据地,04,2.06
根据地,04,0.12
根据地,04,1.9
桃姐,04,0.02
梦幻列车,04,0.04
梦幻列车,04,0.04
梦幻列车,04,0.01
梦幻列车,04,0.01
梦幻岛,04,2.93
梦幻岛,04,3.93
梦幻岛,04,4.21
梦幻岛,04,4.75
梦幻岛,04,4.28
梦幻岛,04,5.95
梦幻岛,04,4.23
梦幻岛,04,5.06
梦幻岛,04,4.81
梦幻岛,04,3.47
梦幻岛,04,1.49
梦想合伙人,04,0.37
梦想合伙人,04,15.93
梦想合伙人,04,32.71
梦想合伙人,04,1709.18
梦想合伙人,04,1786.42
梦游3D,04,0.0
椰岛警魂,04,0.33
椰岛警魂,04,0.22
楼,04,18.37
楼,04,11.59
楼,04,16.3
楼,04,24.14
楼,04,22.43
楼,04,14.49
楼,04,8.45
楼,04,6.66
楼,04,7.92
止杀令,04,2.11
止杀令,04,1.55
止杀令,04,1.91
武侠,04,0.01
武当少年,04,0.28
每当变幻时,04,0.03
每当变幻时,04,0.03
每当变幻时,04,0.03
毒战,04,19.05
毒战,04,1163.95
毒战,04,1310.63
毒战,04,1827.75
毒战,04,1759.37
毒战,04,1342.15
毒战,04,833.27
毒战,04,666.31
毒战,04,710.89
毒战,04,624.11
毒战,04,609.57
毒战,04,574.03
毛泽东的故事,04,0.16
毛泽东的故事,04,0.04
民主华南第一辑,04,0.12
水墨大别山,04,36.12
永州故事,04,0.12
永无止境,04,0.02
永无止境,04,0.04
永无止境,04,0.01
永无止境,04,0.15
永无止境,04,0.02
沂蒙六姐妹,04,0.01
沂蒙六姐妹,04,0.01
沂蒙六姐妹,04,0.01
没完没了,04,0.02
法国电影展,04,0.05
浩昊文字国历险记之智斗谜语城,04,0.05
浩昊文字国历险记之智斗谜语城,04,0.08
浩昊文字国历险记之智斗谜语城,04,0.04
浩昊文字国历险记之智斗谜语城,04,0.04
浩昊文字国历险记之智斗谜语城,04,0.04
浩昊文字国历险记：三战怪怪城,04,0.9
浮城谜事,04,0.01
海底世界3D,04,0.03
海底世界3D,04,0.07
海底世界3D,04,0.09
海底世界3D,04,0.51
海底世界3D,04,0.5
海底世界3D,04,0.13
海底世界3D,04,0.15
海底世界3D,04,0.06
海底世界3D,04,0.1
海底世界3D,04,0.14
海底世界3D,04,0.62
海底世界3D,04,0.05
海底世界3D,04,0.09
海底世界3D,04,0.08
海底淘法,04,0.14
海洋天堂,04,0.01
游龙戏凤,04,0.23
满汉全席,04,0.04
满汉全席,04,0.01
满汉全席,04,0.12
满汉全席,04,0.03
满汉全席,04,0.27
潘多拉的宝剑,04,0.0
潘多拉的宝剑,04,0.0
潜水艇,04,0.01
潜水艇,04,0.0
火海逃生,04,0.54
火海逃生,04,0.67
火海逃生,04,0.18
火海逃生,04,0.27
火海逃生,04,0.72
火线战将,04,0.01
火线战将,04,0.01
火线战将,04,0.01
火线战将,04,0.01
火锅英雄,04,4854.03
火锅英雄,04,5573.23
火锅英雄,04,4296.89
火锅英雄,04,1984.25
火锅英雄,04,1801.22
火锅英雄,04,1739.2
火锅英雄,04,1877.31
火锅英雄,04,3014.78
灵偶契约,04,192.51
灵偶契约,04,224.62
灵偶契约,04,248.11
灵偶契约,04,176.32
灵偶契约,04,111.62
灵偶契约,04,108.08
灵偶契约,04,104.71
灵偶契约,04,71.64
灵偶契约,04,104.6
灵偶契约,04,78.16
灵偶契约,04,46.79
灵偶契约,04,46.48
点对点,04,3.55
点对点,04,1.45
点对点,04,1.07
点对点,04,0.2
点对点,04,0.15
点对点,04,0.17
点对点,04,0.17
点对点,04,0.07
点对点,04,0.06
点对点,04,0.42
点对点,04,0.03
点对点,04,0.03
点对点,04,0.01
烟雨红颜,04,0.06
烟雨红颜,04,0.05
热爱岛,04,0.01
热爱岛,04,0.01
热血街头,04,0.13
焦裕禄,04,0.68
焦裕禄,04,1.37
焦裕禄,04,5.53
焦裕禄,04,4.12
焦裕禄,04,0.02
焦裕禄,04,4.27
焦裕禄,04,4.23
焦裕禄,04,9.27
焦裕禄,04,16.63
焦裕禄,04,1.62
焦裕禄,04,0.66
焦裕禄,04,5.59
焦裕禄,04,14.92
焦裕禄,04,17.52
爆裂都市,04,0.02
爱上灰姑娘,04,0.04
爱上灰姑娘,04,0.01
爱上灰姑娘,04,0.02
爱在那一天,04,0.01
爱在那一天,04,0.01
爱得起,04,0.16
爱情的捉弄,04,0.21
爱我就陪我看电影,04,0.03
爱我就陪我看电影,04,0.3
爱我就陪我看电影,04,0.44
爱我就陪我看电影,04,0.75
爱我就陪我看电影,04,153.23
爱我就陪我看电影,04,162.31
爱神有泪,04,0.02
爱神有泪,04,0.04
爱神有泪,04,0.01
爸爸的晚餐,04,0.19
爸爸的晚餐,04,0.47
爸爸的晚餐,04,0.5
爸爸的晚餐,04,0.13
爸爸的晚餐,04,0.15
爸爸的晚餐,04,0.03
爸爸的晚餐,04,0.09
爸爸的晚餐,04,0.01
特功明星,04,30.75
特功明星,04,129.94
特功明星,04,64.66
特功明星,04,2.81
特功明星,04,2.24
特功明星,04,3.77
特功明星,04,1.57
特功明星,04,2.46
特功明星,04,25.18
特功明星,04,24.15
特功明星,04,0.79
特功明星,04,0.89
特功明星,04,0.73
特功明星,04,0.34
特工艾米拉,04,2.74
特工艾米拉,04,0.25
特工艾米拉,04,0.04
特工艾米拉,04,0.07
特工艾米拉,04,152.16
特工艾米拉,04,196.61
特工艾米拉,04,149.01
特工艾米拉,04,72.5
特工艾米拉,04,53.99
特工艾米拉,04,48.44
特工艾米拉,04,44.45
特工艾米拉,04,3.08
特工艾米拉,04,3.14
特工艾米拉,04,2.57
特种部队,04,0.01
特种部队,04,0.01
特种部队：全面反击,04,190.54
特种部队：全面反击,04,3187.0
特种部队：全面反击,04,3069.08
特种部队：全面反击,04,2389.33
特种部队：全面反击,04,2063.58
特种部队：全面反击,04,2851.48
特种部队：全面反击,04,3332.61
特种部队：全面反击,04,1306.36
特种部队：全面反击,04,1485.85
特种部队：全面反击,04,1224.6
特种部队：全面反击,04,1096.15
特种部队：全面反击,04,937.41
特种部队：全面反击,04,765.22
特种部队：全面反击,04,1126.59
状元媒,04,0.02
状元媒,04,0.07
状元媒,04,0.26
状元媒,04,0.12
状元媒,04,0.26
状元媒,04,0.11
状元媒,04,0.22
猎物,04,0.0
猎物,04,0.01
猎物,04,0.01
猎物,04,0.02
猎神：冬日之战,04,57.21
猎神：冬日之战,04,2254.64
猎神：冬日之战,04,2537.34
猎神：冬日之战,04,2007.32
猎神：冬日之战,04,810.73
猎神：冬日之战,04,879.17
猎神：冬日之战,04,952.12
猎神：冬日之战,04,610.35
猎神：冬日之战,04,95.48
猎神：冬日之战,04,166.26
猫脸老太太,04,0.1
猫脸老太太,04,0.99
猫脸老太太,04,80.74
猫脸老太太,04,100.34
猫脸老太太,04,74.87
猫脸老太太,04,53.2
猫脸老太太,04,52.13
猫脸老太太,04,50.24
猫脸老太太,04,50.25
猫脸老太太,04,11.77
猫脸老太太,04,16.88
猫脸老太太,04,10.16
猫脸老太太,04,9.99
猫脸老太太,04,1.96
玄奘大师,04,0.01
玄奘大师,04,0.01
玄奘大师,04,0.01
王牌特工：特工学院,04,2351.48
王牌特工：特工学院,04,1555.72
王牌特工：特工学院,04,2009.74
王牌特工：特工学院,04,3891.89
王牌特工：特工学院,04,4564.81
王牌特工：特工学院,04,3366.97
王牌特工：特工学院,04,1214.06
王牌特工：特工学院,04,1179.26
王的盛宴,04,0.01
王的盛宴,04,0.12
王的盛宴,04,0.0
王的盛宴,04,0.0
王的盛宴,04,0.0
王的盛宴,04,0.0
王的盛宴,04,0.0
王者之剑3D,04,0.03
王者之剑3D,04,0.0
王者之剑3D,04,0.01
王者之剑3D,04,0.03
王者之剑3D,04,0.04
王者之剑3D,04,0.03
玩命狙击,04,0.01
玩命追踪,04,0.01
玩命追踪,04,0.05
玩命追踪,04,0.03
玩命追踪,04,0.05
玩命追踪,04,0.03
玩命追踪,04,0.05
璀璨的婚礼,04,0.1
璀璨的婚礼,04,0.01
璀璨的婚礼,04,0.04
璀璨的婚礼,04,0.02
璀璨的婚礼,04,0.01
璀璨的婚礼,04,0.0
甜蜜十八岁,04,0.4
甜蜜十八岁,04,10.04
甜蜜十八岁,04,7.0
甜蜜十八岁,04,4.08
甜蜜十八岁,04,3.6
甜蜜十八岁,04,3.09
甜蜜十八岁,04,2.2
甜蜜十八岁,04,0.84
甜蜜十八岁,04,0.8
甜蜜十八岁,04,0.33
甜蜜十八岁,04,0.55
甜蜜十八岁,04,0.81
生命的托举,04,0.37
生命的托举,04,0.35
生死牛玉儒,04,0.23
生死牛玉儒,04,0.2
生死牛玉儒,04,0.04
生死牛玉儒,04,0.23
生死牛玉儒,04,0.11
生死牛玉儒,04,0.47
生死牛玉儒,04,0.31
生死牛玉儒,04,0.33
电子情书,04,0.36
电子情书,04,0.22
男得有爱,04,0.01
男得有爱,04,0.0
画壁,04,0.0
画皮2,04,0.0
疯狂原始人,04,8.56
疯狂原始人,04,1999.52
疯狂原始人,04,658.6
疯狂原始人,04,884.73
疯狂原始人,04,867.57
疯狂原始人,04,880.26
疯狂原始人,04,853.56
疯狂原始人,04,815.29
疯狂原始人,04,1476.27
疯狂原始人,04,2877.26
疯狂原始人,04,3386.66
疯狂外星人,04,1.82
疯狂外星人,04,838.99
疯狂外星人,04,2234.5
疯狂外星人,04,1964.5
疯狂外星人,04,332.92
疯狂外星人,04,383.04
疯狂外星人,04,347.6
疯狂外星人,04,443.04
疯狂的赛车,04,0.06
白幽灵传奇之绝命逃亡,04,0.6
白幽灵传奇之绝命逃亡,04,323.23
白幽灵传奇之绝命逃亡,04,410.47
白幽灵传奇之绝命逃亡,04,402.23
白幽灵传奇之绝命逃亡,04,249.52
白幽灵传奇之绝命逃亡,04,123.75
白幽灵传奇之绝命逃亡,04,111.01
白幽灵传奇之绝命逃亡,04,100.83
白幽灵传奇之绝命逃亡,04,113.9
白幽灵传奇之绝命逃亡,04,146.82
白幽灵传奇之绝命逃亡,04,8.57
白幽灵传奇之绝命逃亡,04,3.36
白幽灵传奇之绝命逃亡,04,2.89
白幽灵传奇之绝命逃亡,04,2.48
白日焰火,04,251.43
白毛女（歌剧）,04,2.05
白毛女（歌剧）,04,1.69
白毛女（歌剧）,04,1.85
白毛女（歌剧）,04,6.76
白毛女（歌剧）,04,7.11
白毛女（歌剧）,04,9.78
白毛女（歌剧）,04,1.05
白毛女（歌剧）,04,6.25
白色星球,04,0.01
白色星球,04,0.02
白色星球,04,0.02
白色星球,04,0.0
白色星球,04,0.01
白色星球,04,0.01
白色星球,04,0.01
白蛇传（戏曲）,04,0.3
白蛇传（戏曲）,04,0.47
白蛇传（戏曲）,04,0.56
白蛇传（戏曲）,04,0.01
白银帝国,04,0.23
白银帝国,04,0.3
百变爱人,04,1.36
百变爱人,04,1.19
百变爱人,04,0.0
百变爱人,04,0.0
百变爱人,04,2.82
百变爱人,04,7.44
百变爱人,04,337.81
百变爱人,04,504.3
百变爱人,04,418.24
百变爱人,04,224.41
百变爱人,04,199.44
百变爱人,04,192.02
百家乐翻天,04,0.05
百家乐翻天,04,39.43
百家乐翻天,04,41.92
百家乐翻天,04,37.81
盟军夺宝队,04,325.98
盟军夺宝队,04,294.46
盟军夺宝队,04,271.76
盟军夺宝队,04,49.26
盟军夺宝队,04,72.59
