movieName,currentDate,releaseDate,dailyBox,totalBox
201314,2012/12/31,0,2.53,2.55
201314,2013/01/01,1,153.17,155.72
201314,2013/01/02,2,115.82,271.54
201314,2013/01/03,3,98.26,369.8
201314,2013/01/04,4,531.09,900.89
201314,2013/01/05,5,128.22,1029.11
201314,2013/01/06,6,109.31,1138.41
201314,2013/01/07,7,75.21,1213.62
201314,2013/01/08,8,24.2,1237.82
201314,2013/01/09,9,20.87,1258.69
201314,2013/01/10,10,17.97,1276.66
201314,2013/01/11,11,9.32,1285.98
201314,2013/01/12,12,9.23,1295.21
201314,2013/01/13,13,10.11,1305.32
201413,2013/12/31,0,2.31,2.31
201413,2014/01/01,1,18.33,20.64
201413,2014/01/02,2,7.03,27.68
201413,2014/01/03,3,5.71,33.38
201413,2014/01/04,4,3.24,36.62
201413,2014/01/05,5,3.14,39.76
201413,2014/01/06,6,1.8,41.57
201413,2014/01/07,7,1.32,42.89
201413,2014/01/08,8,1.03,43.93
201413,2014/01/09,9,1.54,45.46
201413,2014/01/10,10,0.37,45.83
201413,2014/01/11,11,0.49,46.33
201413,2014/01/12,12,0.54,46.86
201413,2014/01/13,13,0.19,47.05
“杏”福来敲门,2015/03/12,0,1.06,1.06
“杏”福来敲门,2015/03/13,0,1.06,2.13
“杏”福来敲门,2015/03/20,0,0.33,2.48
“杏”福来敲门,2015/03/26,0,0.28,3.06
“杏”福来敲门,2015/03/31,0,0.04,3.38
“杏”福来敲门,2015/04/01,0,0.02,3.4
“杏”福来敲门,2015/04/02,0,0.01,3.41
“杏”福来敲门,2015/04/03,0,0.06,3.47
“杏”福来敲门,2015/04/04,0,0.03,3.5
“杏”福来敲门,2015/04/05,0,0.01,3.51
“杏”福来敲门,2015/04/06,0,0.03,3.54
“杏”福来敲门,2015/04/22,0,0.59,4.13
“杏”福来敲门,2015/05/18,0,0.12,4.25
0.5的爱情,2014/09/12,1,14.14,14.14
0.5的爱情,2014/09/13,2,13.83,27.97
0.5的爱情,2014/09/14,3,11.63,39.59
0.5的爱情,2014/09/15,4,4.28,43.87
0.5的爱情,2014/09/16,5,2.29,46.16
0.5的爱情,2014/09/17,6,2.45,48.62
0.5的爱情,2014/09/18,7,1.82,50.44
0.5的爱情,2014/09/19,8,0.56,51.0
0.5的爱情,2014/09/20,9,0.91,51.91
0.5的爱情,2014/09/21,10,0.92,52.83
0.5的爱情,2014/09/22,11,0.23,53.06
0.5的爱情,2014/09/23,12,0.13,53.19
0.5的爱情,2014/09/24,13,0.61,53.8
0.5的爱情,2014/09/25,14,0.13,53.92
007：大破量子危机,2013/01/20,1538,0.18,0.18
007：大破量子危机,2013/01/21,1539,3.14,3.32
007：大破量子危机,2013/01/22,1540,2.42,5.74
007：大破量子危机,2013/01/23,1541,1.87,7.61
007：大破量子危机,2013/01/24,1542,1.68,9.3
007：大破量子危机,2013/01/25,1543,2.18,11.47
007：大破量子危机,2013/01/26,1544,2.1,13.57
007：大破量子危机,2013/01/27,1545,1.85,15.43
007：大破量子危机,2013/01/28,1546,1.4,16.82
007：大破量子危机,2013/01/29,1547,1.07,17.89
007：大破量子危机,2013/01/30,1548,0.79,18.67
007：大破量子危机,2013/01/31,1549,0.5,19.17
007：大破量子危机,2013/02/01,1550,0.38,19.55
007：大破量子危机,2013/02/02,1551,0.36,19.92
007：大破天幕杀机,2013/01/20,0,181.01,181.01
007：大破天幕杀机,2013/01/21,1,3109.46,3290.47
007：大破天幕杀机,2013/01/22,2,3199.26,6489.74
007：大破天幕杀机,2013/01/23,3,2634.03,9123.77
007：大破天幕杀机,2013/01/24,4,2420.63,11544.39
007：大破天幕杀机,2013/01/25,5,2875.35,14419.74
007：大破天幕杀机,2013/01/26,6,4142.36,18562.11
007：大破天幕杀机,2013/01/27,7,3506.79,22068.9
007：大破天幕杀机,2013/01/28,8,1659.49,23728.38
007：大破天幕杀机,2013/01/29,9,1871.27,25599.65
007：大破天幕杀机,2013/01/30,10,1559.54,27159.19
007：大破天幕杀机,2013/01/31,11,1155.88,28315.07
007：大破天幕杀机,2013/02/01,12,1086.46,29401.53
007：大破天幕杀机,2013/02/02,13,1527.32,30928.85
007：幽灵党,2015/11/12,0,519.05,519.05
007：幽灵党,2015/11/13,1,8899.47,9418.52
007：幽灵党,2015/11/14,2,12035.74,21614.32
007：幽灵党,2015/11/15,3,8917.42,30618.33
007：幽灵党,2015/11/16,4,3293.66,33911.99
007：幽灵党,2015/11/17,5,2864.67,36967.5
007：幽灵党,2015/11/18,6,2557.67,39547.05
007：幽灵党,2015/11/19,7,2071.21,41636.18
007：幽灵党,2015/11/20,8,1883.8,43540.91
007：幽灵党,2015/11/21,9,3309.64,46861.36
007：幽灵党,2015/11/22,10,2540.5,49415.15
007：幽灵党,2015/11/23,11,846.1,50281.38
007：幽灵党,2015/11/24,12,792.39,51073.77
007：幽灵党,2015/11/25,13,365.85,51475.64
101次求婚,2013/01/03,0,0.01,0.01
101次求婚,2013/02/04,0,4.88,4.89
101次求婚,2013/02/10,0,0.13,5.02
101次求婚,2013/02/11,0,7.83,12.85
101次求婚,2013/02/12,1,1483.9,1496.75
101次求婚,2013/02/13,2,1569.1,3065.85
101次求婚,2013/02/14,3,4829.98,7895.82
101次求婚,2013/02/15,4,1904.01,9799.84
101次求婚,2013/02/16,5,1274.55,11074.38
101次求婚,2013/02/17,6,1108.88,12183.26
101次求婚,2013/02/18,7,923.62,13106.88
101次求婚,2013/02/19,8,948.62,14055.51
101次求婚,2013/02/20,9,868.19,14923.69
101次求婚,2013/02/21,10,787.05,15710.74
18岁18天,2015/03/07,0,0.34,0.34
18岁18天,2015/03/19,0,0.04,0.59
1980年代的爱情,2015/09/04,0,0.26,0.26
1980年代的爱情,2015/09/08,0,0.96,1.22
1980年代的爱情,2015/09/10,0,2.62,3.84
1980年代的爱情,2015/09/11,1,34.32,38.16
1980年代的爱情,2015/09/12,2,37.62,75.78
1980年代的爱情,2015/09/13,3,19.32,95.1
1980年代的爱情,2015/09/14,4,9.48,104.58
1980年代的爱情,2015/09/15,5,8.99,113.57
1980年代的爱情,2015/09/16,6,9.37,122.94
1980年代的爱情,2015/09/17,7,6.96,129.9
1980年代的爱情,2015/09/18,8,6.71,136.6
1980年代的爱情,2015/09/19,9,7.37,143.98
1980年代的爱情,2015/09/20,10,7.58,151.56
1980年代的爱情,2015/09/21,11,2.96,154.52
2012 3D,2013/01/03,45,0.02,13688.41
2012 3D,2014/05/18,545,0.02,13688.44
2012 3D,2014/05/19,546,0.01,13688.44
201413爱你一世一生,2014/04/18,1,32.12,32.12
201413爱你一世一生,2014/04/19,2,51.09,83.21
201413爱你一世一生,2014/04/20,3,21.32,104.53
201413爱你一世一生,2014/04/21,4,5.22,109.75
201413爱你一世一生,2014/04/22,5,5.11,114.86
201413爱你一世一生,2014/04/23,6,4.91,119.77
201413爱你一世一生,2014/04/24,7,4.35,124.12
201413爱你一世一生,2014/04/25,8,0.76,124.87
201413爱你一世一生,2014/04/26,9,1.29,126.16
201413爱你一世一生,2014/04/27,10,0.61,126.77
201413爱你一世一生,2014/04/28,11,0.42,127.19
201413爱你一世一生,2014/04/29,12,0.33,127.52
201413爱你一世一生,2014/04/30,13,0.3,127.82
201413爱你一世一生,2014/05/01,14,0.42,128.24
2014艺术影院第一批篇目,2015/02/25,0,0.07,0.53
2014艺术影院第一批篇目,2015/02/28,0,0.04,0.57
2014艺术影院第一批篇目,2015/03/07,0,0.07,0.68
2014艺术影院第一批篇目,2016/03/09,0,0.15,5.9
2014艺术影院第一批篇目,2016/05/10,0,0.03,7.68
2014艺术影院第一批篇目,2016/07/30,0,0.04,9.48
2014艺术影院第一批篇目,2016/08/06,0,0.04,9.6
2014艺术影院第一批篇目,2016/08/28,0,0.06,10.02
2015法国新浪潮电影回顾展,2015/03/19,0,0.43,0.43
2015法国新浪潮电影回顾展,2015/03/20,0,0.89,1.32
2015法国新浪潮电影回顾展,2015/03/22,0,1.9,4.11
2015法国新浪潮电影回顾展,2015/03/26,0,0.49,4.59
2015法国新浪潮电影回顾展,2015/03/27,0,0.92,5.51
2015法国新浪潮电影回顾展,2015/03/28,0,1.65,7.16
2015法国新浪潮电影回顾展,2015/03/29,0,0.95,8.12
2015法国新浪潮电影回顾展,2015/04/21,0,0.11,9.75
2015法国新浪潮电影回顾展,2015/04/29,0,0.48,12.59
2015法国新浪潮电影回顾展,2015/04/30,0,0.48,13.07
2015年1月艺术影院国产片,2015/02/08,0,0.02,0.06
2015年1月艺术影院国产片,2015/03/08,0,0.02,0.08
2016法国电影展映活动,2016/05/18,0,0.49,3.67
2016法国电影展映活动,2016/05/19,0,0.55,4.22
2016法国电影展映活动,2016/05/20,0,0.87,5.09
2016法国电影展映活动,2016/05/22,0,0.93,6.98
2016法国电影展映活动,2016/05/28,0,1.31,10.1
2016法国电影展映活动,2016/06/27,0,0.8,19.15
2016法国电影展映活动,2016/06/28,0,0.73,19.88
2016法国电影展映活动,2016/06/29,0,0.77,20.65
2016国家大剧院国际歌剧电影展,2016/07/30,0,0.68,7.11
2016年国家大剧院国际歌剧电影展,2016/07/29,0,4.04,21.93
2016年国家大剧院国际歌剧电影展,2016/07/30,0,2.92,24.85
2016年国家大剧院国际歌剧电影展,2016/08/06,0,1.09,32.38
2016年乌兹别克斯坦电影周,2016/06/28,0,0.8,0.8
2016年意大利电影展映,2016/08/26,0,0.09,0.21
2016新西兰电影节,2016/05/19,0,0.01,0.05
21岁派对,2014/11/21,1,33.67,33.75
21岁派对,2014/11/22,2,43.71,77.46
21岁派对,2014/11/23,3,33.87,111.33
21岁派对,2014/11/24,4,17.15,128.27
21岁派对,2014/11/25,5,13.89,141.95
21岁派对,2014/11/26,6,12.37,154.0
21岁派对,2014/11/27,7,11.34,165.07
21岁派对,2014/11/28,8,0.64,165.72
21岁派对,2014/11/29,9,0.72,166.42
21岁派对,2014/11/30,10,0.48,166.9
21岁派对,2014/12/01,11,0.08,166.98
21岁派对,2014/12/02,12,0.08,167.07
21岁派对,2014/12/03,13,0.87,167.94
21岁派对,2014/12/04,14,0.88,168.82
234说爱你,2016/09/23,1,88.66,88.75
234说爱你,2016/09/24,2,59.02,147.76
234说爱你,2016/09/25,3,43.32,192.5
234说爱你,2016/09/26,4,20.75,213.87
234说爱你,2016/09/27,5,14.4,228.47
234说爱你,2016/09/28,6,13.45,242.18
234说爱你,2016/09/29,7,1.3,243.52
234说爱你,2016/09/30,8,0.69,244.23
37次想你,2014/12/23,0,0.08,0.08
37次想你,2014/12/24,1,13.43,13.51
37次想你,2014/12/25,2,10.53,24.04
37次想你,2014/12/26,3,2.26,26.3
37次想你,2014/12/27,4,5.85,32.15
37次想你,2014/12/28,5,4.28,36.44
37次想你,2014/12/29,6,2.11,38.55
37次想你,2014/12/30,7,1.46,40.01
37次想你,2014/12/31,8,0.84,40.86
37次想你,2015/01/01,9,0.99,40.49
37次想你,2015/01/02,10,0.33,43.04
37次想你,2015/01/06,14,0.28,42.98
37次想你,2015/01/09,17,0.13,48.17
37次想你,2015/01/10,18,0.25,48.66
3D食人虫,2014/10/07,0,0.28,0.28
3D食人虫,2014/10/09,0,2.97,3.25
3D食人虫,2014/10/10,1,397.46,398.15
3D食人虫,2014/10/11,2,413.28,809.03
3D食人虫,2014/10/12,3,448.22,1255.03
3D食人虫,2014/10/13,4,155.3,1409.56
3D食人虫,2014/10/14,5,150.74,1558.8
3D食人虫,2014/10/15,6,139.04,1696.14
3D食人虫,2014/10/16,7,118.95,1814.51
3D食人虫,2014/10/17,8,69.2,1883.54
3D食人虫,2014/10/18,9,107.81,1991.12
3D食人虫,2014/10/19,10,96.34,2087.42
3D食人虫,2014/10/20,11,49.4,2136.78
3D食人虫,2014/10/21,12,21.95,2158.73
405谋杀案,2013/03/03,0,0.15,0.15
405谋杀案,2013/03/10,0,0.25,0.4
4B青年之4楼B座,2013/09/09,0,1.45,1.45
4B青年之4楼B座,2013/09/10,1,123.21,124.66
4B青年之4楼B座,2013/09/11,2,100.68,225.34
4B青年之4楼B座,2013/09/12,3,64.77,290.1
4B青年之4楼B座,2013/09/13,4,28.07,318.18
4B青年之4楼B座,2013/09/14,5,46.75,364.92
4B青年之4楼B座,2013/09/15,6,38.68,403.6
4B青年之4楼B座,2013/09/16,7,17.22,420.82
4B青年之4楼B座,2013/09/17,8,6.3,427.12
4B青年之4楼B座,2013/09/18,9,2.7,429.82
4B青年之4楼B座,2013/09/19,10,4.54,434.36
4B青年之4楼B座,2013/09/20,11,4.28,438.64
4B青年之4楼B座,2013/09/21,12,2.49,441.13
4B青年之4楼B座,2013/09/22,13,1.73,442.86
5颗子弹,2013/05/28,1874,0.01,0.01
5颗子弹,2013/05/29,1875,0.01,0.02
5月天诺亚方舟,2013/09/16,0,0.47,0.47
5月天诺亚方舟,2013/09/17,0,0.02,0.49
5月天诺亚方舟,2013/09/18,0,111.89,112.37
5月天诺亚方舟,2013/09/19,1,523.96,636.34
5月天诺亚方舟,2013/09/20,2,393.56,1029.9
5月天诺亚方舟,2013/09/21,3,261.33,1291.23
5月天诺亚方舟,2013/09/22,4,136.56,1427.79
5月天诺亚方舟,2013/09/23,5,92.24,1520.03
5月天诺亚方舟,2013/09/24,6,89.27,1609.3
5月天诺亚方舟,2013/09/25,7,73.8,1683.1
5月天诺亚方舟,2013/09/26,8,63.0,1746.1
5月天诺亚方舟,2013/09/27,9,67.89,1813.99
5月天诺亚方舟,2013/09/28,10,46.27,1860.26
5月天诺亚方舟,2013/09/29,11,19.27,1879.53
708090之深圳恋歌,2016/05/19,0,0.06,0.06
708090之深圳恋歌,2016/05/20,1,17.39,17.44
708090之深圳恋歌,2016/05/21,2,7.08,24.52
708090之深圳恋歌,2016/05/22,3,5.21,29.98
708090之深圳恋歌,2016/05/23,4,2.53,32.68
708090之深圳恋歌,2016/05/24,5,1.48,34.22
708090之深圳恋歌,2016/05/25,6,1.51,35.75
708090之深圳恋歌,2016/05/26,7,1.68,37.51
708090之深圳恋歌,2016/05/27,8,1.06,38.56
708090之深圳恋歌,2016/05/28,9,0.77,38.93
708090之深圳恋歌,2016/05/29,10,0.65,39.63
708090之深圳恋歌,2016/05/30,11,0.18,39.81
708090之深圳恋歌,2016/05/31,12,0.61,40.49
708090之深圳恋歌,2016/06/02,14,0.14,40.87
80’后,2014/02/21,1338,0.01,0.05
80后的独立宣言,2014/02/18,0,0.15,0.15
80后的独立宣言,2014/02/21,1,4.57,4.72
80后的独立宣言,2014/02/22,2,5.11,9.84
80后的独立宣言,2014/02/23,3,5.03,14.87
80后的独立宣言,2014/02/24,4,3.94,18.8
80后的独立宣言,2014/02/25,5,3.04,21.84
80后的独立宣言,2014/02/26,6,3.31,25.16
80后的独立宣言,2014/02/27,7,3.25,28.41
80后的独立宣言,2014/02/28,8,2.48,30.89
80后的独立宣言,2014/03/01,9,1.9,32.79
80后的独立宣言,2014/03/02,10,1.78,34.57
80后的独立宣言,2014/03/04,12,0.41,35.92
80后的独立宣言,2014/03/05,13,0.02,35.94
80后的独立宣言,2014/03/06,14,0.07,36.01
81号农场之保卫麦咭,2013/09/28,1,272.99,272.99
81号农场之保卫麦咭,2013/09/29,2,35.11,308.1
81号农场之保卫麦咭,2013/09/30,3,75.04,383.13
81号农场之保卫麦咭,2013/10/01,4,363.18,746.32
81号农场之保卫麦咭,2013/10/02,5,316.19,1062.51
81号农场之保卫麦咭,2013/10/03,6,269.56,1332.07
81号农场之保卫麦咭,2013/10/04,7,244.82,1576.89
81号农场之保卫麦咭,2013/10/05,8,194.4,1771.28
81号农场之保卫麦咭,2013/10/06,9,181.53,1952.81
81号农场之保卫麦咭,2013/10/07,10,147.26,2100.07
81号农场之保卫麦咭,2013/10/08,11,7.51,2107.57
81号农场之保卫麦咭,2013/10/09,12,6.13,2113.7
81号农场之保卫麦咭,2013/10/10,13,3.17,2116.86
81号农场之保卫麦咭,2013/10/11,14,3.0,2119.87
81号农场之疯狂的麦咭,2014/09/29,0,0.3,0.3
81号农场之疯狂的麦咭,2014/09/30,0,0.45,0.75
81号农场之疯狂的麦咭,2014/10/01,1,358.81,351.88
81号农场之疯狂的麦咭,2014/10/02,2,287.18,633.63
81号农场之疯狂的麦咭,2014/10/03,3,257.44,886.97
81号农场之疯狂的麦咭,2014/10/04,4,243.01,1127.8
81号农场之疯狂的麦咭,2014/10/05,5,217.48,1343.21
81号农场之疯狂的麦咭,2014/10/06,6,210.47,1551.88
81号农场之疯狂的麦咭,2014/10/07,7,184.69,1735.2
81号农场之疯狂的麦咭,2014/10/08,8,7.01,1742.14
81号农场之疯狂的麦咭,2014/10/09,9,4.38,1746.5
81号农场之疯狂的麦咭,2014/10/10,10,1.95,1748.44
81号农场之疯狂的麦咭,2014/10/11,11,5.52,1753.95
81号农场之疯狂的麦咭,2014/10/12,12,43.77,1797.44
9号女神,2014/01/08,0,0.02,0.02
9号女神,2014/01/09,1,1.82,1.84
9号女神,2014/01/10,2,0.93,2.77
9号女神,2014/01/11,3,0.92,3.69
9号女神,2014/01/12,4,0.87,4.56
9号女神,2014/01/13,5,0.26,4.82
9号女神,2014/01/14,6,0.06,4.88
9号女神,2014/01/15,7,0.06,4.94
9号女神,2014/01/16,8,0.06,5.0
9号女神,2014/01/18,10,0.08,5.08
9号女神,2014/01/19,11,0.03,5.11
B+侦探,2013/01/10,623,0.01,1975.63
B+侦探,2013/01/12,625,0.01,1975.64
B+侦探,2013/01/13,626,0.01,1975.65
B+侦探,2013/01/16,629,0.01,1975.66
B+侦探,2013/01/23,636,0.01,1975.66
B+侦探,2013/01/27,640,0.04,1975.71
B+侦探,2013/01/28,641,0.01,1975.72
B+侦探,2013/01/29,642,0.01,1975.73
B+侦探,2013/03/25,697,0.01,1975.85
B+侦探,2013/04/03,706,0.01,1975.88
B+侦探,2013/04/10,713,0.01,1975.88
B+侦探,2013/04/16,719,0.01,1975.89
B+侦探,2013/05/03,736,0.01,1975.9
B+侦探,2013/05/06,739,0.0,1975.9
B区32号,2013/01/04,582,0.01,1243.86
B区32号,2013/01/06,584,0.01,1243.87
B区32号,2013/01/07,585,0.0,1243.87
B区32号,2013/01/09,587,0.01,1243.88
B区32号,2013/01/10,588,0.01,1243.89
B区32号,2013/02/02,611,0.02,1243.96
B区32号,2013/02/21,630,0.01,1244.02
B区32号,2013/03/04,641,0.01,1244.03
B区32号,2013/04/04,672,0.02,1244.09
B区32号,2013/04/21,689,0.14,1244.26
B区32号,2013/04/24,692,0.01,1244.27
B区32号,2013/04/27,695,0.02,1244.3
B区32号,2013/04/28,696,0.02,1244.32
B区32号,2013/04/29,697,0.03,1244.34
CCG EXPO动画电影展,2016/07/16,0,3.79,23.73
CCG EXPO动画电影展映,2016/07/16,0,3.32,10.75
Hello！树先生！,2014/09/06,1038,0.03,215.61
Hello！树先生！,2014/09/07,1039,0.05,215.66
Hello！树先生！,2014/09/08,1040,0.04,215.7
Hello！树先生！,2015/02/26,1211,0.05,222.15
Hello！树先生！,2015/03/01,1214,0.05,222.2
Hi，高考君,2016/08/21,3,0.32,1.77
Hi，高考君,2016/08/22,4,0.32,2.13
Hi，高考君,2016/08/23,5,1.45,3.58
Hi，高考君,2016/08/24,6,1.59,5.17
Hi，高考君,2016/08/25,7,1.63,6.8
Hi，高考君,2016/08/26,8,1.95,8.75
Hi，高考君,2016/08/27,9,3.15,11.9
Hi，高考君,2016/08/28,10,2.42,14.33
Hi，高考君,2016/08/29,11,1.56,15.88
Hi，高考君,2016/08/30,12,1.94,17.84
Hi，高考君,2016/08/31,13,1.45,19.29
Hi，高考君,2016/09/01,14,1.27,20.56
Hi，高考君,2016/09/02,15,1.36,21.92
Hi，高考君,2016/09/03,16,2.13,24.06
HOLD住爱,2016/02/18,1275,0.01,4412.66
HOLD住爱,2016/04/11,1328,0.0,4412.97
HOLD住爱,2016/04/25,1342,0.0,4413.02
HOLD住爱,2016/05/19,1366,0.0,4413.65
HOLD住爱,2016/05/20,1367,0.0,4413.65
N见钟情,2015/01/03,0,0.45,2.27
N见钟情,2015/01/22,0,0.14,2.27
U盘,2014/01/31,1,7.4,7.4
U盘,2014/02/02,3,2.84,14.46
U盘,2014/02/03,4,3.31,17.77
U盘,2014/02/04,5,2.68,20.44
U盘,2014/02/05,6,2.52,22.96
U盘,2014/02/06,7,2.16,25.12
U盘,2014/02/07,8,1.99,27.11
U盘,2014/02/08,9,2.0,29.12
U盘,2014/02/09,10,2.23,31.35
U盘,2014/02/10,11,1.4,32.75
U盘,2014/02/11,12,2.02,34.77
U盘,2014/02/12,13,1.92,36.69
U盘,2014/02/13,14,1.22,37.91
U盘,2014/02/14,15,0.04,37.95
X战警：背水一战,2013/10/24,2604,0.22,0.22
X战警：背水一战,2013/10/25,2605,0.1,0.32
X战警：背水一战,2013/11/04,2615,0.01,0.33
X战警：背水一战,2014/05/22,2814,0.05,0.38
X战警：背水一战,2014/05/23,2815,1.46,1.84
X战警：背水一战,2014/05/24,2816,1.59,3.43
X战警：背水一战,2014/05/25,2817,1.31,4.74
X战警：背水一战,2014/05/26,2818,0.64,5.37
X战警：背水一战,2014/05/27,2819,0.59,5.96
X战警：背水一战,2014/05/28,2820,0.66,6.62
X战警：背水一战,2014/05/29,2821,0.37,6.99
X战警：背水一战,2014/05/30,2822,0.74,7.72
X战警：背水一战,2014/05/31,2823,1.69,9.41
X战警：背水一战,2014/06/01,2824,1.87,11.28
X战警：逆转未来,2014/05/22,0,337.58,337.58
X战警：逆转未来,2014/05/23,1,6597.15,6934.73
X战警：逆转未来,2014/05/24,2,9586.7,16521.43
X战警：逆转未来,2014/05/25,3,8029.53,24550.96
X战警：逆转未来,2014/05/26,4,3361.7,27912.66
X战警：逆转未来,2014/05/27,5,3353.99,31266.65
X战警：逆转未来,2014/05/28,6,2768.13,34034.78
X战警：逆转未来,2014/05/29,7,2146.6,36181.39
X战警：逆转未来,2014/05/30,8,3212.26,39393.65
X战警：逆转未来,2014/05/31,9,5662.91,45056.56
X战警：逆转未来,2014/06/01,10,6993.79,52050.35
X战警：逆转未来,2014/06/02,11,4801.83,56852.18
X战警：逆转未来,2014/06/03,12,1660.61,58512.8
X战警：逆转未来,2014/06/04,13,1439.51,59952.31
X战警：天启,2016/06/02,0,762.82,762.82
X战警：天启,2016/06/03,1,11101.49,11866.26
X战警：天启,2016/06/04,2,14800.23,26666.49
X战警：天启,2016/06/05,3,11578.15,38409.32
X战警：天启,2016/06/06,4,4907.42,43411.32
X战警：天启,2016/06/07,5,4175.26,47608.7
X战警：天启,2016/06/08,6,2478.04,50102.99
X战警：天启,2016/06/09,7,4659.42,54774.12
X战警：天启,2016/06/10,8,4471.88,59273.39
X战警：天启,2016/06/11,9,3282.73,62556.12
X战警：天启,2016/06/12,10,1925.7,64571.11
X战警：天启,2016/06/13,11,1432.76,66046.51
X战警：天启,2016/06/14,12,1370.5,67427.49
X战警：天启,2016/06/15,13,1328.8,68762.22
X战警2,2014/05/22,3899,0.25,0.25
X战警2,2014/05/23,3900,7.04,7.29
X战警2,2014/05/24,3901,10.57,17.86
X战警2,2014/05/25,3902,7.16,25.01
X战警2,2014/05/27,3904,4.18,29.19
X战警2,2014/05/28,3905,1.93,31.12
X战警2,2014/05/29,3906,1.37,32.49
X战警2,2014/05/30,3907,2.02,34.51
X战警2,2014/06/01,3909,4.09,38.61
X战警2,2014/06/03,3911,0.92,39.53
X战警2,2014/06/04,3912,0.63,40.16
X战警2,2014/06/05,3913,0.56,40.72
X战警2,2014/06/06,3914,0.55,41.27
X战警2,2014/06/08,3916,0.4,41.67
阿凡达,2013/05/17,1230,0.42,72.06
阿凡达,2013/05/18,1231,0.54,72.6
阿凡达,2013/05/19,1232,0.26,72.86
阿凡达,2013/05/20,1233,0.24,73.11
阿凡达,2013/06/01,1245,0.05,73.16
阿凡达,2014/10/06,1737,0.0,73.17
阿凡达,2014/10/07,1738,0.05,73.21
阿凡达,2014/10/08,1739,0.0,73.22
阿凡达,2016/04/25,2304,0.0,133985.86
阿凡提和阿瓦提,2016/05/20,0,0.0,0.01
阿凡提和阿瓦提,2016/06/27,0,0.0,0.01
阿里巴巴2所罗门封印,2016/04/30,1,118.52,120.03
阿里巴巴2所罗门封印,2016/05/01,2,147.29,268.92
阿里巴巴2所罗门封印,2016/05/02,3,131.51,401.61
阿里巴巴2所罗门封印,2016/05/03,4,3.58,406.12
阿里巴巴2所罗门封印,2016/05/04,5,2.27,408.41
阿里巴巴2所罗门封印,2016/05/05,6,1.79,410.26
阿里巴巴2所罗门封印,2016/05/06,7,2.0,412.39
阿里巴巴2所罗门封印,2016/05/07,8,41.57,453.96
阿里巴巴2所罗门封印,2016/05/08,9,45.96,500.73
阿里巴巴2所罗门封印,2016/05/09,10,0.61,501.34
阿里巴巴2所罗门封印,2016/05/10,11,0.67,502.61
阿里巴巴2所罗门封印,2016/05/11,12,1.89,504.53
阿里巴巴2所罗门封印,2016/05/12,13,0.42,504.95
阿里巴巴2所罗门封印,2016/05/13,14,1.3,506.25
阿里巴巴大盗奇兵,2015/05/08,0,0.02,0.02
阿里巴巴大盗奇兵,2015/05/09,0,208.56,208.58
阿里巴巴大盗奇兵,2015/05/10,0,196.28,404.85
阿里巴巴大盗奇兵,2015/05/11,0,0.08,404.18
阿里巴巴大盗奇兵,2015/05/12,0,0.01,404.18
阿里巴巴大盗奇兵,2015/05/15,0,0.02,404.2
阿里巴巴大盗奇兵,2015/05/16,0,179.03,582.58
阿里巴巴大盗奇兵,2015/05/17,0,190.0,772.01
阿里巴巴大盗奇兵,2015/05/19,0,0.03,772.06
阿里巴巴大盗奇兵,2015/05/20,0,0.0,772.07
阿里巴巴大盗奇兵,2015/05/22,0,0.03,772.09
阿里巴巴大盗奇兵,2015/05/23,1,334.93,1106.73
阿里巴巴大盗奇兵,2015/05/24,2,330.06,1436.57
阿里巴巴大盗奇兵,2015/05/25,3,13.56,1450.1
阿嬷的梦中情人,2013/02/20,0,0.19,0.19
阿嬷的梦中情人,2013/02/21,0,0.32,0.51
阿嬷的梦中情人,2013/02/22,1,11.28,11.79
阿嬷的梦中情人,2013/02/23,2,10.16,21.95
阿嬷的梦中情人,2013/02/24,3,8.83,30.78
阿嬷的梦中情人,2013/02/25,4,4.46,35.25
阿嬷的梦中情人,2013/02/26,5,2.79,38.04
阿嬷的梦中情人,2013/02/27,6,4.03,42.07
阿嬷的梦中情人,2013/02/28,7,1.43,43.5
阿嬷的梦中情人,2013/03/01,8,0.7,44.2
阿嬷的梦中情人,2013/03/02,9,0.75,44.95
阿嬷的梦中情人,2013/03/03,10,0.65,45.6
阿嬷的梦中情人,2013/03/04,11,0.27,45.87
阿嬷的梦中情人,2013/03/05,12,0.53,46.4
阿诗玛,2013/07/07,0,0.02,0.02
阿诗玛,2016/09/07,0,0.03,0.06
阿童木,2013/01/01,1167,0.03,22.51
阿童木,2013/01/03,1169,0.02,22.53
阿童木,2013/01/04,1170,0.03,22.56
阿童木,2013/01/07,1173,0.0,22.57
阿童木,2013/01/11,1177,0.02,22.59
阿童木,2013/01/12,1178,0.03,22.62
阿童木,2013/01/13,1179,0.04,22.66
阿童木,2013/01/19,1185,0.01,22.68
阿童木,2013/01/20,1186,0.01,22.7
阿童木,2013/06/01,1318,0.47,23.32
阿童木,2013/06/02,1319,0.27,23.59
阿童木,2013/06/27,1344,0.01,23.6
阿童木,2013/06/28,1345,0.05,23.64
阿童木,2013/06/29,1346,0.02,23.66
啊朋友还钱,2013/12/12,0,0.57,0.57
啊朋友还钱,2013/12/13,1,18.46,19.02
啊朋友还钱,2013/12/14,2,30.75,49.78
啊朋友还钱,2013/12/15,3,25.64,75.42
啊朋友还钱,2013/12/16,4,22.56,97.97
啊朋友还钱,2013/12/17,5,23.34,121.31
啊朋友还钱,2013/12/18,6,22.1,143.41
